"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"X4C2IIJA","journalArticle","2005","Woodcock, B. A.; Westbury, D. B.; Potts, S. G.; Harris, S. J.; Brown, V. K.","Establishing field margins to promote beetle conservation in arable farms","Agriculture, Ecosystems & Environment","","01678809","10.1016/j.agee.2004.10.029","https://ezp.sub.su.se/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=16934069&site=ehost-live&scope=site","Abstract: This study investigates the function of non-cropped field margins in arable farming systems for enhancing the biodiversity value of beetle communities. Three different sown seed mixtures were used to establish field margins, a Countryside Stewardship mix, a fine grass and forbs mix and a tussock grass and forbs mix. The structure of beetle communities in the first full year of establishment was found to show no difference between the tussock grass and Countryside Stewardship margins. However, both differed from the fine grass margins, which supported lower overall abundance and species richness of beetles. This was attributed to small-scale architectural differences between species of fine and tussock grasses, rather than differences in plant composition. Body size distributions of beetles showed distinct similarities between the Countryside Stewardship and tussock margins. A greater abundance of large beetles was found in fine grass margins, although in all cases these body size distributions were attributed to a small number of species or a taxonomically distinct group. All three margin types included beetle species of conservation value. The importance of these results was discussed in the context of the value of these seed mixtures for invertebrate conversation. [Copyright &y& Elsevier] Copyright of Agriculture, Ecosystems & Environment is the property of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2005","2020-10-29 20:17:02","2021-10-19 13:13:54","","255-266","","","107","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYVWDSBA","journalArticle","2008","Woodcock, B. A.; Westbury, D. B.; Tscheulin, T.; Harrison-Cripps, J.; Harris, S. J.; Ramsey, A. J.; Brown, V. K.; Potts, S. G.","Effects of seed mixture and management on beetle assemblages of arable field margins","Agriculture Ecosystems & Environment","","0167-8809","10.1016/j.agee.2008.01.004","://WOS:000255134500026","Beetle assemblages and their response to plant community composition and architectural structure were monitored from 2002 to 2006 within arable field margins. Field margins were sown with either tussock grass and forbs, fine grass and forbs or grass only seed mixtures. After an establishment year, field margins were managed using standard sward cuts, scarification, or graminicide application. For predatory beetles, overall density was greatest where tussock grasses were included within the seed mixtures, while the densities of phytophagous beetles were greatest where forbs were present. Unexpectedly, species rarefaction curves suggested that phytophagous beetle species richness was greatest where field margins were established using a grass only seed mixture. The structure of the beetle assemblages, i.e., the relative abundances of individual species, was largely dependent on seed mixture, although margin management also played an important role. The results suggest that field margins established using seed mixtures containing tussock grasses and forbs would be expected to provide the greatest resources for beetles, at least at local scales. However, the use of a single standardised seed mixture for margin establishment would result in a homogenisation of beetle assemblages at a regional scale. (C) 2008 Elsevier B.V. All rights reserved.","2008","2020-10-29 20:17:02","2021-10-19 13:13:47","","246-254","","","125","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8K4AY8JS","journalArticle","2009","Woodcock Ben, A.; Potts Simon, G.; Tscheulin, Thomas; Pilgrim, Emma; Ramsey Alex, J.; Harrison‐Cripps, Jennifer; Brown Valerie, K.; Tallowin Jerry, R.","Responses of invertebrate trophic level, feeding guild and body size to the management of improved grassland field margins","Journal of Applied Ecology","","1365-2664","10.1111/j.1365-2664.2009.01675.x","","1. Management of lowland mesotrophic grasslands in north-west Europe often makes use of inorganic fertilizers, high stocking densities and silage-based forage systems to maximize productivity. The impact of these practices has resulted in a simplification of the plant community combined with wide-scale declines in the species richness of grassland invertebrates. We aim to identify how field margin management can be used to promote invertebrate diversity across a suite of functionally diverse taxa (beetles, planthoppers, true bugs, butterflies, bumblebees and spiders). 2. Using an information theoretic approach we identify the impacts of management (cattle grazing, cutting and inorganic fertilizer) and plant community composition (forb species richness, grass species richness and sward architecture) on invertebrate species richness and body size. As many of these management practices are common to grassland systems throughout the world, understanding invertebrate responses to them is important for the maintenance of biodiversity. 3. Sward architecture was identified as the primary factor promoting increased species richness of both predatory and phytophagous trophic levels, as well as being positively correlated with mean body size. In all cases phytophagous invertebrate species richness was positively correlated with measures of plant species richness. 4. The direct effects of management practices appear to be comparatively weak, suggesting that their impacts are indirect and mediated though the continuous measures of plant community structure, such as sward architecture or plant species richness. 5. Synthesis and applications. By partitioning field margins fromthe remainder of the field, economically viable intensive grassland management can be combined with extensive management aimed at promoting native biodiversity. The absence of inorganic fertilizer, combined with a reduction in the intensity of both cutting and grazing regimes, promotes floral species richness and sward architectural complexity. By increasing sward architecture the total biomass of invertebrates also increased (by c. 60%across the range of sward architectural measures seen in this study), increasing food available for higher trophic levels, such as birds and mammals.","2009","2020-10-29 20:17:03","2021-10-19 13:14:36","","920-929","","4","46","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59VZAYEA","journalArticle","2003","Wratten, S. D.; Bowie, M. H.; Hickman, J. M.; Evans, A. M.; Sedcole, J. R.; Tylianakis, J. M.","Field boundaries as barriers to movement of hover flies (Diptera: Syrphidae) in cultivated land","Oecologia","","","10.1007/s00442-002-1128-9","http://www.scopus.com/inward/record.url?eid=2-s2.0-0037335403&partnerID=40&md5=23dfea56e7685231b12544fb2f326a18","Field boundaries play an important role as refuges, food sources and corridors for invertebrates and vertebrates, and increasing farmland fragmentation impacts on these functions. However, hedgerows and other structures can also impede dispersal by flying insects. The current work uses the pollen of Phacelia tanacetifolia in hover fly guts as a marker to assess hover fly movement in farm landscapes. In the United Kingdom and New Zealand, Phacelia pollen was found in the guts of Ephisyrphus balteatus and Metasyrphus corollae (United Kingdom) and Melanostoma fasciatum (New Zealand) at distances up to 200 m from the source, when there were no barriers between the flowers and the traps used to catch the flies. The rate of decline over distance in the proportion of flies containing pollen was similar for the two countries. The extent to which four replicated field boundary types impeded hover fly movement was tested using post-and-wire fences, lines of poplars (Populus spp.) with gaps, dense poplars and controls (no potential barriers). Phacelia was planted on one side of each boundary, and along the centre of the control plots. The relative presence of the pollen in flies on both sides of the barriers showed that both types of poplar boundary restricted the movement of the flies, but the fence had no effect. In a separate experiment, gravid females of M. fasciatum were captured at a greater height on a shade-cloth fence than were non-gravid females and males. The implications of this work include the functioning and persistence of metapopulations and the influence of field boundaries on population recovery of beneficial invertebrates following pesticide-induced mortality. If field boundaries contribute to a temporal asynchrony between pest and natural enemy populations, this needs to be considered along with the well-established roles of boundaries as refugia for, and sources of, beneficial arthropods.","2003","2020-10-29 20:17:04","2021-10-19 13:13:59","","605-611","","","134","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RWINPU5V","journalArticle","2013","Wu, T. G.; Yu, M. K.; Wang, G.; Wang, Z. X.; Duan, X.; Dong, Y.; Cheng, X. R.","Effects of stand structure on wind speed reduction in a Metasequoia glyptostroboides shelterbelt","Agroforestry Systems","","0167-4366","10.1007/s10457-012-9540-6","://WOS:000316006500001","In a Metasequoia glyptostroboides coastal forest shelterbelt near Shanghai, China, we studied relationships between stand structure and wind shelter effect. We located 16 plots at intervals of 500 m along the shelterbelt and characterized both horizontal and vertical structure of each plot. Wind speed was measured within each plot and at different distances windward and leeward. We found that wind shelter effects were closely related to stand structure of the studied M. glyptostroboides shelterbelt. Stands with high basal area but intermediate crown index and intermediate proportion of large trees (LT) produced the best shelter effects, with significantly longer shelter distance (d70, shelter distance which the wind speed U does not exceed 70 % of U (0)) and slightly lower minimum relative wind speed (U (m) /U (0)). Simple structural indices that can be easily measured in the field were good predictors of the shelter effect. LT was the best predictor of d70, while basal area at ground level was the best predictor of U (m)/U (0). The relationships between stand structure and shelter effect provides a practical guideline to the design, construction and management of forest shelterbelts. In order to provide the best shelter effects, high basal area of > 50 m(2) ha(-1) at ground level or > 33 m(2) ha(-1) at breast height coupled with an intermediate LT value of about 60 % should be maintained for the studied M. glyptostroboides shelterbelt.","2013","2020-10-29 20:17:04","2021-10-19 13:13:49","","251-257","","","87","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCSWVIIU","journalArticle","2014","Wuczynski, A.; Dajdok, Z.; Wierzcholska, S.; Kujawa, K.","Applying red lists to the evaluation of agricultural habitat: regular occurrence of threatened birds, vascular plants, and bryophytes in field margins of Poland","Biodiversity and Conservation","","0960-3115","10.1007/s10531-014-0649-y","://WOS:000332739300012","Using the assessments of conservation status of flora and fauna, we discuss declining species in semi-natural field margins and stress the importance of these vanishing habitats. Seventy field margins in the diverse farmland of SW Poland were investigated with regard to their vascular plants, bryophytes and breeding birds. We checked the occurrence of threatened and conservation concern species, i.e. those listed in local, national or European threatened species lists, and birds with an unfavorable conservation status in Europe. Of a total of 673 species, 18 classified as threatened were recorded: 12 vascular plants (2.2 % of the total number of species), five bryophytes (5.6 %), and one bird species (2.0 %). Threatened plants occurred in 18.6 % of study plots, bryophytes in 20.0 % and birds in 12.9 %. Eleven bird species, noted in 95.7 % of study plots, had an unfavorable conservation status in Europe. Increasing volumes of trees and shrubs significantly increased the overall richness in each taxa. In percentage terms the occurrence of focal species in all three taxa tended to be higher in shrubby than in herbaceous and tree-lined margins. Our data demonstrate that field margins in Central European arable farmland regularly support rare and threatened species, and therefore deserve greater conservation efforts. Red lists along with alternative listing approaches can be employed to evaluate the biodiversity of fine-scale habitats, but their applicability depends on the taxonomic group and geographical scale of the lists, reflecting different conservation priorities.","2014","2020-10-29 20:17:05","2020-10-29 20:17:05","","999-1017","","","23","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U4VIWE9Q","journalArticle","2011","Wuczynski, A.; Kujawa, K.; Dajdok, Z.; Grzesiak, W.","Species richness and composition of bird communities in various field margins of Poland","Agriculture Ecosystems & Environment","","0167-8809","","://WOS:000291841700022","A study was conducted to determine the occurrence of bird species in relation to 70 field margins of an agricultural landscape in SW Poland. Three types of margins were divided according to the volume of tall vegetation, i.e. herbaceous, shrubby, and tree lined. Fifty breeding bird species were recorded, with a mean density of 33.2 pairs/km. The dominant species were non-threatened and were characteristic of forests or of the field-forest mosaic. Tree lined margins showed the highest abundance and bird species richness. Shrubby margins supported the second highest, while open habitats ranked last. Abundances in ecological guilds were affected by the margin type, the presence of field roads, and especially the presence of ditches in the margin structure. Redundancy Analysis showed clear differences in bird communities between the discernable types of field margins. Species richness increased in the combinations of various margin types. In heterogeneous farmland environmental policy should aim at maintaining various types of field margins at high density in the agricultural landscape. (C) 2011 Elsevier B.V. All rights reserved.","2011","2020-10-29 20:17:05","2020-10-29 20:17:05","","202-209","","","141","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KGVCWTHI","journalArticle","1995","Wyss, E.","The effects of weed strips on aphids and aphidophagous predators in an apple orchard","Entomologia Experimentalis et Applicata","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028993355&partnerID=40&md5=04f2fcd149e437e94e09abebb0a3ae6a","","1995","2020-10-29 20:17:06","2020-10-29 20:17:06","","43-49","","1","75","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPPKSK2E","journalArticle","1995","Wyss, E.; Niggli, U.; Nentwig, W.","The impact of spiders on aphid populations in a strip-managed apple orchard","Journal of Applied Entomology","","","10.1111/j.1439-0418.1995.tb01320.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001517265&partnerID=40&md5=c6f2309c42a8edb484640a9e6dd613c1","Aphids and their predators were studied in an apple orchard near Berne, Switzerland. To augment the density of the predators of aphids weed strips were sown in tramlines and along the border parallel to the first and the last row of trees in one half of the orchard (the other half served as control) in April 1992. Weekly visual observations, monthly beating-tray samples, branch samples in winter, and assessment of the density of spider webs and their trapping efficiency on randomly chosen trees were carried out in 1993. During 1993, significant differences in the number of aphids, aphidophagous insects, and spiders were observed on the apple trees within both the strip-managed area and the control area. The impact on aphids by the aphidophagous insects was important during the flowering time of weeds in spring and summer. In autumn, however, spiders (i.e. Araniella spp.) were the dominant predators of aphids on the trees; during this time of the year they were more abundant within the strip-managed area of the orchard. With a higher density of webs, spiders significantly reduced the number of aphids able to return from their summer host plants. Consequently, less hatching aphids were found on branch samples of the strip-managed area compared to the control area. The effects of the weed strips on spiders and aphidophagous insects, and the resulting impact of predation on the aphids are discussed. © 1995 Blackwell Verlag GmbH.","1995","2020-10-29 20:17:06","2020-10-29 20:17:06","","473-478","","1-5","119","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HH6I36KR","journalArticle","1982","Yahner, R. H.","AVIAN USE OF VERTICAL STRATA AND PLANTINGS IN FARMSTEAD SHELTERBELTS","Journal of Wildlife Management","","0022-541X","10.2307/3808407","://WOS:A1982NE31500006","","1982","2020-10-29 20:17:07","2020-10-29 20:17:07","","50-60","","","46","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"299P7B6X","journalArticle","1982","Yahner, R. H.","Microhabitat use by small mammals in farmstead shelterbelts","Journal of Mammalogy","","","10.2307/1380441","http://www.scopus.com/inward/record.url?eid=2-s2.0-0020461515&partnerID=40&md5=4b523e987dff66b0781afdf2a2b4ade5","Peromyscus leucopus typically was captured at trap stations characterized by dense woody understory, low densities of forbs, and large overstory trees. Clethrionomys gapperi generally was trapped at stations with dense woody understory, low densities of forbs, but small overstory trees. Microtus pennsylvanicus occupied open areas of shelterbelts away from woody vegetation. Intermediate values of woody understory, overstory trees, and percentage of canopy cover were common to sites used by Sorex cinereus and Blarina brevicauda. Percentage of canopy cover at trap stations best segregated between microhabitat use of P. leucopus and M. pennsylvanicus. Use of microhabitats in these man-made habitats is both function of foraging and predator-avoidance behaviors and is similar to that reported for natural habitats. -from Author","1982","2020-10-29 20:17:08","2021-10-19 13:14:24","","440-445","","","63","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NTF432V2","journalArticle","1983","Yahner, R. H.","Seasonal dynamics, habitat relationships, and management of avifauna in farmstead shelterbelts ( Minnesota)","Journal of Wildlife Management","","","10.2307/3808055","http://www.scopus.com/inward/record.url?eid=2-s2.0-0021029315&partnerID=40&md5=63c17b205a964e65e80b3f46e3248098","Some 87 species of birds were recorded in shelterbelts in SE Minnesota, 14 of which were highly important; omnivores and granivores were predominant. Species richness and species diversity were similar in spring and summer, but were lower in autumn and winter. Species evenness seldom varied among seasons, and no consistent pattern in total individuals of all species combined occurred over seasons. Shelterbelts were segregated into 3 types. Extent of perimeter and length of shelterbelts were associated more often with avian variables than was area of shelterbelts. Distance to wooded and oldfield habitats, distance to and number of proximal buildings, and percentage of croplands and pastures surrounding shelterbelts were important. The greater the isolation, the more likely that certain species were encountered in a shelterbelt due to the paucity of similar habitat in the vicinity. Management recommendations include establishing shelterbelts that are = or >0.6 ha in area and 8 rows in width. Proper spacing within and between rows should be considered and a diversity of plantings should be used.-from Author","1983","2020-10-29 20:17:08","2021-10-19 13:14:39","","85-104","","","47","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHAMCG2P","journalArticle","1983","Yahner, R. H.","Small mammals in farmstead shelterbelts: habitat correlates of seasonal abundance and community structure","Journal of Wildlife Management","","","10.2307/3808054","http://www.scopus.com/inward/record.url?eid=2-s2.0-0021069396&partnerID=40&md5=863884663d85278ed5a9d9f22d77822d","In Minnesota, Peromyscus leucopus and Clethrionomys gapperi were considered as woodland species, Microtus pennsylvanicus as a grassland species, and Sorex cinereus and Blarina brevicauda as intermediate in terms of their dependency on shelterbelts. Area and perimeter of shelberbelts were associated with numbers of all species except C. gapperi. Numbers of P. leucopus and C. gapperi tended to be higher in shelterbelts that were isolated from other wooded habitat; numbers of S. cinereus were lower in isolated shelterbelts. Species richness was greater in larger shelterbelts with complex vegetative structure. Management recommendations are made.-from Author","1983","2020-10-29 20:17:09","2021-10-19 13:14:45","","74-84","","","47","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMDA9L9G","journalArticle","1984","Yahner, R. H.","Avian use of nest boxes in Minnesota farmstead shelterbelts","Journal of the Minnesota Academy of Science","","0026-539X","","://ZOOREC:ZOOR12100015937","","1984","2020-10-29 20:17:09","2021-10-19 13:13:37","","18-20","","","49","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WU4798Y7","journalArticle","2007","Yamada, Toshiro; Logsdon Sally, D.; Tomer Mark, D.; Burkart Michael, R.","Groundwater nitrate following installation of a vegetated riparian buffer","The Science of the total environment","","0048-9697","10.1016/j.scitotenv.2007.06.035","://MEDLINE:17673276","Substantial questions remain about the time required for groundwater nitrate to be reduced below 10 mg L(-1) following establishment of vegetated riparian buffers. The objective of this study was to document changes in groundwater nitrate-nitrogen (NO3-N) concentrations that occurred within a few years of planting a riparian buffer. In 2000 and 2001 a buffer was planted adjacent to a first-order stream in the deep loess region of western Iowa with strips of walnut and cottonwood trees, alfalfa and brome grass, and switch grass. Non-parametric statistics showed significant declines in NO3-N concentrations in shallow groundwater following buffer establishment, especially mid 2003 and later. The dissolved oxygen generally was >5 mg L(-1) beneath the buffer, and neither NO3-N nor DO changed significantly under a non-buffered control area. These short-term changes in groundwater NO3-N provide evidence that vegetated riparian buffers may yield local water-quality benefits within a few years of planting.","2007","2020-10-29 20:17:10","2021-10-19 13:14:01","","297-309","","","385","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTNYSYYF","journalArticle","2013","Yasuda, M.; Takeda, A.; Tabuchi, K.; Yasuda, T.; Watanabe, T.","Effects of Japanese rice field boundary vegetation on Stenotus rubrovittatus (Hemiptera: Miridae) abundance","Applied Entomology and Zoology","","0003-6862","10.1007/s13355-013-0187-1","://WOS:000322896600008","The influence of the type of field boundary vegetation on sorghum plant bug [Stenotus rubrovittatus (Matsumura)] abundance was studied in 36 rice fields at three study sites in Chiba Prefecture, Japan. To survey the field abundance of the species, we used traps baited with a synthetic attractant pheromone. We also surveyed field boundary vegetation located within a 100-m radius from each trap. A two-way indicator species analysis (TWINSPAN) of the vegetation types in 785 boundaries of study fields as well as surrounding fields resulted in five groups. A generalized linear mixed model (GLMM) was built to investigate the effects of field boundary vegetation types on the abundance of S. rubrovittatus. Intensive mowing in June of immediate and surrounding rice field boundaries containing flowering host plants of S. rubrovittatus, such as Lolium multiflorum Lam. and other poaceous plants, is the key to reducing the total abundance of S. rubrovittatus. The result implies that an area-wide pest management strategy should be developed based on food source preferences and habitat specificity of the agricultural pest species.","2013","2020-10-29 20:17:10","2021-10-19 13:13:50","","289-294","","","48","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5JUN2GCD","journalArticle","2008","Yletyinen, S.; Norrdahl, K.","Habitat use of field voles (Microtus agrestis) in wide and narrow buffer zones","Agriculture, Ecosystems & Environment","","01678809","10.1016/j.agee.2007.06.002","https://ezp.sub.su.se/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=27152157&site=ehost-live&scope=site","Habitat selection of field vole (Microtus agrestis) was studied using radiotelemetry in buffer zones in SW Finland. Buffer zones were manipulated in a multifactorial design by mowing and providing supplementary food and cover. The aims of the study were to establish relative roles of food and cover for the vole habitat selection and to determine whether habitat use differed between filter strips (5m) and buffer zones (>15m). Also, seasonal differences in habitat use in these ecosystems were studied. Habitat use was measured in terms of home range size and habitat selection functions based on compositional analysis. Home range sizes tended to be larger and distances moved were longer in narrow than in wide buffer zones during manipulations. Field margin width had a significant impact on the use of available habitats. Habitats with vegetative cover were preferred to other available habitat types, particularly in wide buffer zones. Voles in the filter strips used crop fields and mowed areas significantly more than voles in buffer zones. Home ranges were smallest in winter and largest in autumn. There were no clear seasonal differences in the proportional use of crop field and buffer zone. [Copyright &y& Elsevier] Copyright of Agriculture, Ecosystems & Environment is the property of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2008","2020-10-29 20:17:11","2021-10-19 13:14:08","","194-200","","","123","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XHLFAMZE","thesis","2012","Young Alina, Fay","Evaluating a vegetated filter strip in an agricultural field","","","","","","","2012","2020-10-29 20:17:12","2020-10-29 20:17:12","","","","","","","","","","","","","","","","","","","","","","ISBN: 1267299452","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DM6STBF4","journalArticle","2011","Zaimes George, N.; Schultz Richard, C.","Do Randomly Placed Riparian Conservation Land-Uses Improve Stream Water Quality in Iowa, USA?","Polish Journal of Environmental Studies","","12301485","","https://ezp.sub.su.se/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=63619159&site=ehost-live&scope=site","To improve stream water quality in the United States, government programs subsidize farmers to establish riparian conservation land-uses in agricultural landscapes. This study compared sediment and phosphorus water concentrations from stream reaches adjacent to riparian forest buffers, grass filters, row-cropped fields, pastures with cattle fenced out of the stream, and continuous, rotational and intensive rotational pastures in Iowa. In some cases agricultural land-uses had significantly higher sediment and phosphorus concentrations, while in others the conservation land-uses were higher. The few significant differences between conservation and agricultural land-uses suggest that the random placement of conservation land-uses is an inefficient way to improve water quality. [ABSTRACT FROM AUTHOR] Copyright of Polish Journal of Environmental Studies is the property of Scientific Investigation Committee and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2011","2020-10-29 20:17:13","2021-10-19 13:13:43","","1083-1092","","","20","","","","","","","","","","","","","","","","","","","","","UNITED States; IOWA; LAND use; eppi-reviewer4; WATER quality; non-point source pollutants; RIPARIAN areas; conservation land-uses; NONPOINT source pollution; phosphorus; riparian land-uses; sediment; STREAM chemistry","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJBEGKJ3","journalArticle","2011","Zaimes George, N.; Schultz Richard, C.","Stream bed substrate composition adjacent to different riparian land-uses in Iowa, USA","Ecological Engineering","","09258574","10.1016/j.ecoleng.2011.06.029","https://ezp.sub.su.se/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=65044633&site=ehost-live&scope=site","Abstract: Extensive land-use changes in Iowa have increased erosional processes and the amount of fines deposited on stream beds. Large amounts of fines cover the other bed substrate that are essential habitat for invertebrates and fish. In Iowa and other agricultural Midwestern states, riparian conservation land-uses are being established to minimize sediment inputs to streams. This study compared stream bed substrate composition in reaches adjacent to: riparian forest buffers, grass filters, row-cropped fields, pastures with cattle fenced out of the stream and continuous, rotational and intensively grazed rotational pastures, in three regions of Iowa. The objective was to examine the impacts of the adjacent riparian land-uses on stream bed substrate composition. The percentages of fines in this study ranged from: 36 to 63% in the central region; 10 to 31% in the northeast region; and 22 to 85% in the southeast region. The high percentage of fines in most stream bed reaches indicates high embeddedness. The high embeddedness resulted in the few significant differences in substrate percentages among riparian land-uses. Decades of agricultural land-uses have heavily impacted stream beds and only significant reductions in surface and bank erosion at the watershed scale can begin to reverse this trend. There were indications that riparian forest buffers and to a lesser degree, pastures with cattle fenced out of the stream, could decrease fines resulting in a more diverse substrate composition. Overall, more targeted approaches for the establishment of conservation land-uses in combination with other restoration practices (e.g. in-stream enhancements) are required to successfully decrease fines on stream beds. [Copyright &y& Elsevier] Copyright of Ecological Engineering is the property of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2011","2020-10-29 20:17:13","2021-10-19 13:14:46","","1692-1699","","","37","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
