,V1,V2
701,"SOTHERTON NW, 2009, ZEITSCHRIFT FÜR ANGEWANDTE ENTOMOLOGIE",4
186,"SOVELL LA, 2000, ENVIRONMENTAL MANAGEMENT",2
525,"SPARKES DL, 1998, ANNALS OF APPLIED BIOLOGY",1
539,"SPARKS TH, 1995, BIOLOGICAL CONSERVATION",1
573,"SPARKS TH, 1996, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",1
190,"SPINELLI R, 2006, AGROFORESTRY SYSTEMS",2
337,"SPRUILL TB, 2004, WATER SCIENCE AND TECHNOLOGY : A JOURNAL OF THE INTERNATIONAL ASSOCIATION ON WATER POLLUTION RESEARCH",2
248,"STALEY JT, 2012, BIOLOGICAL CONSERVATION",1
226,"STALEY JT, 2013, BIOLOGICAL CONSERVATION",3
149,"STAMPS WT, 2007, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
501,"STAMPS WT, 2008, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
38,"STEHLE S, 2015, THE SCIENCE OF THE TOTAL ENVIRONMENT",2
455,"STEPHENSON JM, 2009, FRESHWATER BIOLOGY",2
156,"STEVENS CJ, 2009, SOIL AND TILLAGE RESEARCH",2
65,"STINNETT DP, 1986, THE JOURNAL OF WILDLIFE MANAGEMENT",1
184,"STOATE C, 2001, JOURNAL OF ENVIRONMENTAL MANAGEMENT",4
677,"STOCKAN JA, 2012, JOURNAL OF ENVIRONMENTAL QUALITY",3
247,"STOCKAN JA, 2013, INSECT CONSERVATION AND DIVERSITY",3
506,"STREET TI, 2015, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
87,"SULLIVAN TJ, 2007, ENVIRONMENTAL MANAGEMENT",2
741,"SULLIVAN TP, 2009, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
150,"SULLIVAN TP, 2012, JOURNAL OF ARID ENVIRONMENTS",3
50,"SULLIVAN TP, 2013, ACTA THERIOLOGICA",3
255,"SUTHERLAND JP, 2001, AGRICULTURAL AND FOREST ENTOMOLOGY",4
558,"SYKES AK, 2001, ÉCOSCIENCE",1
465,"SYVERSEN N, 2005, ECOLOGICAL ENGINEERING",2
219,"SYVERSEN N, 2005, WATER SCIENCE AND TECHNOLOGY : A JOURNAL OF THE INTERNATIONAL ASSOCIATION ON WATER POLLUTION RESEARCH",2
837,"SZÖGI AA, 2007, AGRICULTURAL WATER MANAGEMENT",2
252,"SZAJDAK LW, 2002, ENVIRONMENT INTERNATIONAL",2
540,"SZAJDAK LW, 2013, ESTONIAN JOURNAL OF ECOLOGY",2
346,"SZAJDAK LW, 2014, CHEMOSPHERE",2
134,"SZYMAŃSKI P, 2013, BIRD STUDY",1
270,"TAHVANAINEN L, 2002, JOURNAL OF ENVIRONMENTAL MANAGEMENT",1
600,"TARMI S, 2009, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
256,"TARMI S, 2011, WEED RESEARCH",3
749,"TARMI S, 2012, SUSTAINABLE AGRICULTURE RESEARCH",3
253,"TATTERSALL FH, 2001, JOURNAL OF ZOOLOGY",3
593,"TATTERSALL FH, 2002, JOURNAL OF APPLIED ECOLOGY",4
820,"TEELS BM, 2006, WILDLIFE SOCIETY BULLETIN",2
352,"THENAIL C, 2004, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",1
423,"THIES C, 1999, SCIENCE (NEW YORK, NY)",4
14,"THOMAS CFG, 1997, BIOLOGICAL AGRICULTURE & HORTICULTURE",4
523,"THOMAS CFG, 1999, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
238,"THOMAS MB, 1992, ANNALS OF APPLIED BIOLOGY",4
227,"THOMAS MB, 1992, OECOLOGIA",4
231,"THOMAS PJ, 2011, OPEN JOURNAL OF ECOLOGY",3
299,"THOMAS SR, 2001, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
447,"THOMSON LJ, 2010, BIOLOGICAL CONTROL",4
505,"TILAK AS, 2014, JAWRA JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION",2
182,"TINGLE CH, 1998, WEED SCIENCE",2
555,"TSITSILAS A, 2006, AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE",4
283,"TUFEKCIOGLU A, 2001, PLANT AND SOIL",2
11,"TUFEKCIOGLU A, 2003, AGROFORESTRY SYSTEMS",2
437,"TUFEKCIOGLU A, NA, IOWA STATE UNIVERSITY",2
806,"TUZET A, 2007, AGRICULTURAL AND FOREST METEOROLOGY",1
489,"TWARDOWSKI J, 2005, JOURNAL OF PLANT PROTECTION RESEARCH",4
562,"UDAWATTA RP, 2002, JOURNAL OF ENVIRONMENTAL QUALITY",2
488,"UDAWATTA RP, 2005, CANADIAN JOURNAL OF FOREST RESEARCH",2
69,"UDAWATTA RP, 2006, REVUE DES SCIENCES DE L'EAU",2
800,"UDAWATTA RP, 2008, APPLIED SOIL ECOLOGY",2
331,"UDAWATTA RP, 2008, GEODERMA",2
474,"UDAWATTA RP, 2008, SOIL SCIENCE SOCIETY OF AMERICA JOURNAL",2
821,"UDAWATTA RP, 2010, AGROFORESTRY SYSTEMS",2
239,"UNGER IM, 2012, AGROFORESTRY SYSTEMS",2
761,"UUSI-KÄMPPÄ J, 2006, ",2
792,"UUSI-KÄMPPÄ J, 2010, ",2
738,"VÄÄNÄNEN R, 2008, SILVA FENNICA",2
756,"VARCHOLA JM, 2001, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
269,"VELLIDIS G, 2003, JOURNAL OF ENVIRONMENTAL QUALITY",2
845,"VEUM KS, 2011, GEODERMA",2
369,"VIANELLO M, 2005, CHEMOSPHERE",2
662,"VIDON P, 2015, ENVIRONMENTAL MONITORING AND ASSESSMENT",2
591,"VINCENT A, 2007, EUROPEAN JOURNAL OF SOIL SCIENCE",2
7,"WAGNER DJ, 2008, JOURNAL OF ENVIRONMENTAL QUALITY",2
259,"WALKER KJ, 2007, BIOLOGICAL CONSERVATION",3
750,"WALSH AL, 1996, THE JOURNAL OF APPLIED ECOLOGY",1
267,"WALTON NJ, 2011, ENVIRONMENTAL ENTOMOLOGY",4
257,"WANG L, 2012, JOURNAL OF ENVIRONMENTAL MANAGEMENT",2
603,"WEBBER DF, 2010, JOURNAL OF SOIL AND WATER CONSERVATION",2
521,"WEBSTER EP, 1996, WEED SCIENCE",2
1,"WEHLING S, 2009, BIOLOGICAL CONSERVATION",1
402,"WEIGEL BM, 2000, JOURNAL OF FRESHWATER ECOLOGY",2
596,"WEIGELHOFER G, 2012, JOURNAL OF ENVIRONMENTAL QUALITY",2
832,"WERLING BP, 2008, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
454,"WERLING BP, 2010, ECOLOGICAL APPLICATIONS : A PUBLICATION OF THE ECOLOGICAL SOCIETY OF AMERICA",4
772,"WESTBURY DB, 2008, WEED RESEARCH",3
385,"WHITE SK, 1998, WATER AND ENVIRONMENT JOURNAL",2
97,"WHITTINGHAM MJ, 2005, JOURNAL OF APPLIED ECOLOGY",1
292,"WHITTINGHAM MJ, 2009, BIRD STUDY",1
6,"WIGGERS JMR, 2016, JOURNAL FOR NATURE CONSERVATION",3
343,"WINKLER K, 2009, ECOLOGICAL ENTOMOLOGY",4
831,"WINKLER K, 2010, BIOCONTROL",4
456,"WISEMAN JD, 2014, JAWRA JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION",2
100,"WOLTON R, 2009, MAMMALIA",3
74,"WOLTZ JM, 2012, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
654,"WOODCOCK BA, 2005, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
146,"WOODCOCK BA, 2006, JOURNAL OF APPLIED ECOLOGY",3
416,"WOODCOCK BA, 2007, ECOLOGICAL ENTOMOLOGY",3
497,"WOODCOCK BA, 2008, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
530,"WOODCOCK BA, 2009, JOURNAL OF APPLIED ECOLOGY",3
719,"WRATTEN SD, 2003, OECOLOGIA",4
371,"WU T, 2012, AGROFORESTRY SYSTEMS",1
627,"WUCZYŃSKI A, 2011, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
830,"WUCZYŃSKI A, 2011, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT-a",3
409,"WUCZYŃSKI A, 2014, BIODIVERSITY AND CONSERVATION",3
712,"WYSS E, 1995, ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA",4
99,"WYSS E, 1995, JOURNAL OF APPLIED ENTOMOLOGY",4
661,"YAHNER RH, 1982, JOURNAL OF MAMMALOGY",1
400,"YAHNER RH, 1982, THE JOURNAL OF WILDLIFE MANAGEMENT",1
29,"YAHNER RH, 1983, ",1
25,"YAHNER RH, 1983, THE JOURNAL OF WILDLIFE MANAGEMENT",1
90,"YAHNER RH, 1983, THE JOURNAL OF WILDLIFE MANAGEMENT-a",1
668,"YAMADA T, 2007, THE SCIENCE OF THE TOTAL ENVIRONMENT",2
165,"YASUDA M, 2013, APPLIED ENTOMOLOGY AND ZOOLOGY",3
396,"ZAIMES GN, 2004, JOURNAL OF SOIL AND WATER CONSERVATION",2
462,"ZAIMES GN, 2011, ECOLOGICAL ENGINEERING",2
374,"ZAIMES GN, 2011, POLISH JOURNAL OF ENVIRONMENTAL STUDIES",2
33,"ZAIMES GN, 2012, ENVIRONMENTAL MANAGEMENT",2
155,"ZANGGER A, 1994, CARABID BEETLES: ECOLOGY AND EVOLUTION",4
770,"ZANGGER A, 1994, ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA",4
597,"ZHANG H, 1995, AGROFORESTRY SYSTEMS",1
690,"ZHOU X, 2014, JOURNAL OF SOIL AND WATER CONSERVATION",2
713,"ZOLLINGER JL, 2013, IBIS",3
91,"ZUAZO VHD, 2008, AGRONOMY FOR SUSTAINABLE DEVELOPMENT",2
807,"ZYCZYNSKA-BALONIAK I, 2005, POLISH JOURNAL OF ENVIRONMENTAL STUDIES",2
