abandon
abat
abat non
herb cover
herb hedgerow
herb layer
herb plant
herb shrub
herb speci
herb weed
herbac
herbac boundari
herbac cover
herbac edg
herbac field
herbac forb
herbac plant
herbac riparian
herbac shrubbi
herbac speci
herbac strip
herbac veget
herbag
herbicid
herbicid appli
herbicid applic
herbicid atrazin
herbicid concentr
herbicid glyphos
herbicid isoproturon
herbicid late
herbicid loss
herbicid retent
herbicid runoff
herbicid transport
herbicid use
herbivor
herbivor insect
herbivor predat
herbivor speci
hereaft
heterogen
heterogen farmland
heterogen habitat
heterogen landscap
heteroptera
heteropteran
heteropteran bug
hflume
hibern
hierarch
high
high abund
high buffer
high degre
high densiti
high depend
high divers
high drp
high earthworm
high flow
high fragment
high high
high intens
high level
high loss
high low
high mobil
high organ
high percentag
high plant
high popul
high potenti
high predat
high probabl
high product
high proport
high qualiti
high rate
high signific
high similar
high soil
high speci
high total
high turnov
high variabl
higher
higher abund
higher activ
higher bird
higher buffer
higher close
higher concentr
higher conserv
higher crop
higher densiti
higher divers
higher field
higher forest
higher grass
higher hedgerow
higher individu
higher level
higher near
higher number
higher older
higher organ
higher price
higher proport
higher qualiti
higher rate
higher remov
higher rich
higher riparian
higher runoff
higher shelterbelt
higher similar
higher soil
higher speci
higher stripmanag
higher total
higher treatment
higher trophic
higher water
higher wheat
higher wide
highest
highest abund
highest agricultur
highest concentr
highest densiti
highest divers
highest forest
highest number
highest soil
highest valu
highintens
highintens agricultur
highlight
highlight import
highresolut
hill
hilli
hilli area
hillslop
hillslop studi
hirsutum
histor
histor perspect
histori
histori trait
hold
home
home build
home rang
homogen
homogenis
honey
honey bee
honeybe
horizon
horizon soil
horizont
horizont vertic
hors
host
host plant
hot
hot spot
hotspot
hour
hous
hous mice
hoverfli
hoverfli abund
hoverfli diptera
hoverfli number
hoverfli syrphida
howev
howev abund
howev appar
howev buffer
howev differ
howev distribut
howev ecolog
howev effect
howev evid
howev field
howev hedgerow
howev improv
howev influenc
howev inform
howev littl
howev local
howev margin
howev mark
howev mean
howev number
howev presenc
howev process
howev relat
howev result
howev signific
howev speci
howev spider
howev strip
howev studi
howev tradit
hr−
httpaboutjstororgterm
hubner
human
human health
humic
humid
humus
hundr
hungari
hunt
huntingdon
hybrid
hybrid poplar
hydraul
hydraul conduct
hydraul properti
hydrogeolog
hydrogeolog class
hydrolas
hydrolas dehydrogenas
hydrolog
hydrolog condit
hydrolog differ
hydrolog model
hydrolysi
hydrometr
hymenoptera
hymenoptera apida
hymenopteran
hymenopteran parasitoid
hyperparasitoid
hypnorum
hypnorum demetria
hypothes
hypothes abund
hypothes test
hypothesi
hypothesi agroforestri
hypothesi flow
iberian
iberian peninsula
idea
ideal
ident
ident percent
identifi
identifi buffer
identifi factor
identifi field
identifi function
identifi key
identifi major
identifi primari
identifi sensit
identifi spatial
identifi speci
iii
iii grass
illinoi
illustr
imag
immatur
immedi
immedi effect
immigr
immobil
impact
impact abund
impact agrienviron
impact biodivers
impact differ
impact divers
impact hedgerow
impact land
impact landscap
impact manag
impact natur
impact parasitoid
impact popul
impact practic
impact riparian
impact runoff
impact soil
impact speci
impact stream
impact total
impact upland
impact various
impact veget
impact weed
impact wildflow
impair
implement
implement agricultur
implement effect
implement field
implement grass
impli
implic
implic conserv
implic develop
implic manag
implic result
import
import ant
import assess
import breed
import bumblebe
import caus
import chang
import compon
import conserv
import consid
import continu
import contribut
import denitrif
import determin
import ecolog
import element
import environment
import especi
import factor
import field
import forag
import group
import habitat
import hedgerow
import implic
import influenc
import issu
import landscap
import link
import local
import manag
import natur
import nest
import nitrat
import organ
import pest
import predat
import predictor
import refug
import resourc
import role
import seminatur
import shelter
import soil
import speci
import structur
import studi
import tool
import variabl
important
impos
improv
improv ecosystem
improv field
improv grassland
improv habitat
improv manag
improv offici
improv overal
improv product
improv riparian
improv sediment
improv soil
improv stream
improv surfac
improv visual
improv water
inadequ
inappropri
incent
incent farmer
incent program
incid
incis
incis channel
includ
includ adjac
includ bird
includ buffer
includ butterfli
includ effect
includ fenc
includ follow
includ function
includ invertebr
includ mainten
includ researchpdf
includ select
includ soil
includ sow
includ tree
includ woodland
inclus
incom
incom respect
incompat
incomplet
incomplet block
inconsist
incorpor
incorpor tree
increas
increas abund
increas addit
increas age
increas applic
increas area
increas attent
increas avail
increas awar
increas biodivers
increas common
increas cover
increas crop
increas decreas
increas densiti
increas distanc
increas divers
increas dure
increas effect
increas emiss
increas evid
increas farmland
increas field
increas filter
increas floral
increas food
increas function
increas general
increas grassland
increas greater
increas ground
increas habitat
increas hedgerow
increas hydraul
increas import
increas increas
increas indic
increas infiltr
increas isol
increas level
increas linear
increas local
increas loss
increas mechan
increas natur
increas number
increas overal
increas parasitoid
increas percentag
increas phosphorus
increas plant
increas pollin
increas poplar
increas popul
increas power
increas predat
increas proport
increas quantiti
increas ratio
increas result
increas riparian
increas sediment
increas signific
increas sinc
increas slight
increas soil
increas speci
increas stream
increas succession
increas surfac
increas sward
increas time
increas use
increas valu
increas veget
increas water
increas weed
increas width
increas woodi
increas year
increas yield
increment
increment metric
incub
ind
inde
independ
independ manag
independ variabl
index
index compar
index divers
index valu
indic
indic bacteria
indic combin
indic communiti
indic conserv
indic denitrif
indic differ
indic effect
indic field
indic filter
indic grass
indic habitat
indic height
indic high
indic higher
indic hoverfli
indic increas
indic indic
indic local
indic need
indic number
indic potenti
indic presenc
indic problem
indic riparian
indic signific
indic soil
indic speci
indic spillov
indic studi
indic use
indic valu
indirect
indirect interact
indistinguish
individu
individu captur
individu event
individu farm
individu field
individu like
individu number
individu soil
individu speci
induc
industri
ineffect
ineffici
inermi
inexpens
infect
infer
infest
infest level
infield
infil
infiltr
infiltr adsorb
infiltr capac
infiltr decreas
infiltr measur
infiltr rate
infiltr reduc
infiltr runoff
infiltr time
infiltr water
inflow
inflow concentr
inflow outflow
influenc
influenc abund
influenc biodivers
influenc bottomland
influenc buffer
influenc butterfli
influenc carabid
influenc distribut
influenc extent
influenc field
influenc habitat
influenc insect
influenc invertebr
influenc land
influenc landscap
influenc local
influenc number
influenc nutrient
influenc presenc
influenc riparian
influenc runoff
influenc season
influenc sediment
influenc speci
influenc surround
influenc total
influenc tree
influenc type
influenc valu
influenc water
influenc weed
influenti
inform
inform collect
inform criterion
inform effect
inform need
inform osu
inform theoret
infrequ
ing
ingest
inhabit
inher
inhibit
initi
initi establish
initi farm
initi sown
inject
injuri
inland
inland water
inner
inocul
inorgan
inorgan fertil
input
input field
input obtain
input remm
input surfac
input venic
insect
insect communiti
insect crop
insect distribut
insect divers
insect field
insect group
insect habitat
insect import
insect includ
insect pest
insect pollin
insect popul
insect predat
insect speci
insecticid
insecticid applic
insecticid treatment
insecticidetr
insectivor
insectivor bird
insid
insid field
insid plot
insight
insignific
instabl
instal
instal pair
instal transect
instanc
instead
institut
instream
instream habitat
instream pesticid
instrument
insuffici
intact
intact core
intact riparian
intact soil
integr
integr pest
intend
intens
intens adjac
intens agricultur
intens crop
intens cultiv
intens farm
intens farmland
intens grassland
intens graze
intens investig
intens landscap
intens manag
intens rainfal
intens rotat
intens rotate
intens rowcrop
intens soil
intens total
intens use
intensif
intensif agricultur
intensif contribut
intensif led
intensifi
intensifi agricultur
intensivelymanag
intent
interact
interact differ
interact habitat
interact landscap
interact manag
interact signific
intercept
intercept forest
intercept nutrient
intercept runoff
intercept sediment
intercept solubl
interfac
intergovernment
intergovernment panel
interior
interior field
intermedi
intermedi open
intermedi valu
intern
interpret
interrow
interrow reduc
interspers
interv
interv use
intervent
interview
intoler
intraspecif
introduc
introduc seed
introduc speci
introduct
invad
invas
inventori
invers
invers relat
invertebr
invertebr abund
invertebr activ
invertebr biodivers
invertebr collect
invertebr communiti
invertebr divers
invertebr fish
invertebr group
invertebr plant
invertebr record
invertebr respons
invertebr retain
invertebr sampl
invertebr speci
invertebr taxa
invertebr vertebr
invest
investig
investig began
investig benefit
investig carri
investig compar
investig differ
investig dure
investig effect
investig factor
investig habitat
investig impact
investig local
investig presenc
investig previous
investig relat
investig relationship
investig respons
investig role
investig soil
investig southern
investig use
investig veget
involv
involv cultiv
involv differ
involv establish
ion
iowa
iowa state
iowa stream
iowa strip
iowa treatment
iowa usa
iowa use
ipcc
ipcc methodolog
ipm
ireland
irregular
irrespect
irrespect mobil
irrespect plant
irrevers
irrig
irrig ditch
island
island new
isol
isol forest
isol grass
isol habitat
isol hedg
isol sampl
isol shelterbelt
isol shrub
isol tree
isol wood
isoproturon
isotoma
isotop
issu
issu use
itali
italian
item
ivi
januari
japonica
jatstitleabstractjatstitl
join
joint
joint effect
jokioinen
journal
journal appli
juglan
juglan nigra
juli
juli howev
juli septemb
june
june august
june onli
juneear
juneear juli
jurtina
just
just extrem
justifi
juvenil
juvenil spider
kentucki
kept
key
key compon
key driver
key environment
key factor
key habitat
key object
key process
key resourc
key role
kgha
kg−
kill
kilomet
kind
kinet
kingdom
kjeldahl
kjeldahl nitrogen
knowledg
knowledg overal
known
known breed
known effect
known impact
known role
kpa
laboratori
laboratori bioassay
laboratori experi
lack
lack continu
lack dens
lack evid
lack inform
ladybird
lag
lagoon
lagoon effluent
lagoon specif
laid
lake
lake water
lambdacyhalothrin
lanceolata
land
land applic
land area
land cover
land current
land element
land howev
land manag
land riparian
land studi
land surfac
land surround
land use
landown
landscap
landscap abund
landscap affect
landscap area
landscap becaus
landscap buffer
landscap chang
landscap characterist
landscap compar
landscap complex
landscap compos
landscap composit
landscap configur
landscap connect
landscap conserv
landscap contain
landscap context
landscap cover
landscap demonstr
landscap design
landscap differ
landscap discuss
landscap document
landscap domin
landscap dure
landscap ecolog
landscap effect
landscap element
landscap enhanc
landscap especi
landscap evalu
landscap factor
landscap featur
landscap field
landscap habitat
landscap hedg
landscap hedgerow
landscap heterogen
landscap howev
landscap identifi
landscap import
landscap increas
landscap influenc
landscap landscap
landscap level
landscap local
landscap low
landscap maintain
landscap mani
landscap matrix
landscap mean
landscap modif
landscap near
landscap orchard
landscap overal
landscap park
landscap particular
landscap posit
landscap potenti
landscap prefer
landscap present
landscap provid
landscap rare
landscap region
landscap repres
landscap result
landscap scale
landscap sector
landscap seminatur
landscap shape
landscap shelterbelt
landscap signific
landscap small
landscap southcentr
landscap southern
landscap speci
landscap structur
landscap studi
landscap suggest
landscap surround
landscap sustain
landscap test
landscap therefor
landscap type
landscap unit
landscap use
landscap vari
landscap variabl
landscap western
landscap wherea
landscapelevel
landscapescal
landscapescal approach
landscapescal effect
landscapescal studi
landscapewid
landus
landus chang
landus intens
landus plan
landus type
lane
lanius
lanius collurio
larg
larg anim
larg arabl
larg depend
larg field
larg macroaggreg
larg number
larg overestim
larg proport
larg runoff
larg scale
larg spatial
larg speci
larger
larger area
larger farm
larger impact
larger moth
larger number
larger patch
larger scale
larger spatial
largescal
largescal farm
largest
larva
larva click
larval
larval food
las
late
late autumn
late juneear
late spring
later
later flow
later sow
later transfer
lateseason
layer
layer appear
layer highest
layout
leach
leach season
leachat
leachat concentr
leachat follow
leachat greater
leachat input
lead
lead increas
lead lower
lead water
leaf
leaf area
leaf litter
leafless
leafless period
leakag
leav
leav cut
leav strip
leav veget
led
led increas
leeward
leeward shelterbelt
leeward windbreak
left
legisl
legum
legumin
legumin plant
length
length concentr
length england
length filter
length hedg
length hedgerow
length signific
length slope
length width
lepidoptera
lepidopteran
lepidopteran cabbag
lepthyphant
lepthyphant tenui
lesser
lesser degre
lesser whitethroat
lethal
lethal concentr
leucopus
level
level control
level crop
level expect
level howev
level individu
level main
level parasit
level possibl
level potenti
level scheme
level soil
level statist
level stewardship
level therefor
ley
life
life cycl
life histori
life stage
lifehistori
light
light avail
light regim
light trap
like
like becaus
like caus
like constrain
like contribut
like effect
like environment
like improv
like increas
like pollin
like provid
like result
like use
likelihood
likewis
limit
limit avoid
limit distanc
limit effect
limit factor
limit impact
limit use
line
linear
linear depend
linear fashion
linear featur
linear field
linear habitat
linear hedgerow
linear landscap
linear mix
linear model
linear noncrop
linear regress
linear relationship
linear structur
linear veget
link
link direct
linnet
linnet cardu
linuron
linyphiid
linyphiid spider
linyphiida
lipid
lipid content
liquid
liquid swine
lish
list
literatur
litter
litter cover
litter depth
litter layer
littl
littl attent
littl data
littl differ
littl effect
littl evid
littl impact
littl influenc
littl inform
littl known
littl research
live
livestock
livetrap
load
load agricultur
load averag
load contribut
load effect
load follow
load nutrient
load rate
load reduct
load runoff
load stream
load surfac
loam
loam fine
loam finesilti
loam soil
loami
loami soil
local
local abund
local biodivers
local communiti
local contrast
local divers
local effect
local factor
local flower
local habitat
local increas
local landscap
local landscapewid
local riparian
local scale
local variabl
local veget
localis
locat
locat agricultur
locat area
locat downslop
locat farm
locat habitat
locat landscap
locat lower
locat near
locat plot
locat riparian
locat sampl
locat small
locat southeast
locat veget
loess
log
logist
logist regress
logtransform
lolium
lolium multiflorum
lolium perenn
long
long field
long locat
long plot
long slope
long wide
longer
longer period
longer term
longerterm
longerterm effect
longertongu
longertongu bombus
longev
longitudin
longterm
longtongu
lonicera
look
look uptod
loos
los
loss
loss agricultur
loss compar
loss contour
loss data
loss dure
loss farmland
loss field
loss fragment
loss grass
loss habitat
loss hedgerow
loss nitrogen
loss notil
loss nutrient
loss occur
loss overland
loss plot
loss rate
loss reduc
loss respect
loss result
loss runoff
loss sediment
loss seed
loss similar
loss slope
loss soil
loss surfac
loss total
loss treatment
lost
lot
lotic
lotus
lotus corniculatus
low
low arabl
low concentr
low cost
low densiti
low dure
low number
low plain
low rate
low statist
low water
lowcost
lower
lower abund
lower act
lower adjac
lower autumn
lower buffer
lower concentr
lower end
lower field
lower grass
lower hedgerow
lower level
lower midwestern
lower mow
lower runoff
lower soil
lower speci
lowest
lowest crop
lowest grass
lowest number
lowintens
lowland
lowland agricultur
lowland england
lowland english
lowland farmland
lowland grassland
lowland mix
lowland stream
lsoybean
lsoybean glycin
lublin
lucern
lumbricus
lumbricus terrestri
lusitanicus
lycosid
lycosida
lygus
machineri
macro
macroaggreg
macrocarpa
macrofauna
macroinvertebr
macroinvertebr communiti
macroinvertebr divers
macroinvertebr indic
macromoth
macropor
macroporos
magna
magnesium
magnitud
maidencan
maidencan panicum
main
main abil
main aim
main becaus
main caus
main differ
main driven
main ecolog
main factor
main field
main infiltr
main influenc
main object
main predat
main process
main reason
main spider
main water
maintain
maintain biodivers
maintain buffer
maintain divers
maintain grass
maintain increas
mainten
mainten biodivers
mainten riparian
maiz
maiz crop
maiz field
maiz soybean
major
major bird
major caus
major contributor
major determin
major factor
major hydrogeolog
major pathway
major role
major speci
make
make use
male
male femal
mamestra
mamestra brassica
mammal
mammal abund
mammal bird
mammal captur
mammal communiti
mammal farmstead
mammal hedgerow
mammal speci
mammal studi
man
manag
manag action
manag adjac
manag agricultur
manag agrienviron
manag aim
manag alon
manag annual
manag arabl
manag base
manag biodivers
manag bird
manag botan
manag boundari
manag buffer
manag cereal
manag clear
manag comparison
manag conserv
manag content
manag crop
manag cut
manag decis
manag did
manag differ
manag dutch
manag effect
manag enhanc
manag establish
manag farm
manag farmer
manag farmland
manag farmstead
manag fenc
manag field
manag forest
manag frequent
manag gleam
manag grass
manag grassland
manag guidelin
manag habitat
manag hedgerow
manag high
manag implic
manag influenc
manag intens
manag intervent
manag landscap
manag larg
manag like
manag limit
manag local
manag lowland
manag manag
manag margin
manag measur
manag method
manag model
manag modifi
manag need
manag number
manag onli
manag option
manag partridg
manag plain
manag play
manag polici
manag posit
manag practic
manag predict
manag prescript
manag problem
manag recommend
manag reduc
manag regim
manag requir
manag restor
manag result
manag riparian
manag scheme
manag signific
manag similar
manag site
manag soil
manag spatial
manag strategi
manag stream
manag strip
manag studi
manag techniqu
manag tool
manag treatment
manag type
manag unmanag
manag use
manag variabl
manag weed
manag woodi
manag year
mani
mani agricultur
mani agrienviron
mani area
mani benefici
mani bird
mani countri
mani crop
mani declin
mani european
mani farmer
mani farmland
mani herbivor
mani insect
mani plant
mani speci
mani studi
maniola
maniola jurtina
manipul
manipul enhanc
manipul field
manipul plant
manitoba
manmad
manmad habitat
manur
manur appli
manur applic
manur fym
manur plot
manur slurri
manur treatment
manureamend
map
map method
mapl
march
margin
margin abund
margin adjac
margin adjoin
margin affect
margin agricultur
margin arabl
margin area
margin associ
margin attract
margin avail
margin buffer
margin centr
margin common
margin compar
margin complex
margin conserv
margin contain
margin contribut
margin creat
margin crop
margin cut
margin data
margin determin
margin did
margin differ
margin distanc
margin distribut
margin dure
margin effect
margin establish
margin farm
margin farmland
margin field
margin flora
margin forag
margin general
margin grass
margin grassland
margin graze
margin greater
margin habitat
margin harbour
margin hedg
margin hedgerow
margin higher
margin highest
margin howev
margin improv
margin includ
margin increas
margin indic
margin influenc
margin intens
margin investig
margin juli
margin landscap
margin larg
margin lower
margin maiz
margin male
margin manag
margin margin
margin mean
margin mown
margin natur
margin negat
margin number
margin offer
margin onli
margin period
margin plant
margin plot
margin popular
margin propos
margin provid
margin record
margin relat
margin repres
margin result
margin signific
margin similar
margin site
margin small
margin soil
margin sown
margin speci
margin speciesrich
margin spring
margin strip
margin structur
margin studi
margin subject
margin suggest
margin summer
margin support
margin therefor
margin total
margin treatment
margin type
margin use
margin vari
margin veget
margin wheat
margin wide
margin width
margin year
margin yield
margin zone
mark
mark differ
mark field
mark increas
mark individu
mark reduc
marker
market
markrecaptur
markrecaptur experi
markrecaptur techniqu
markreleaserecaptur
marsh
marshland
martin
maryland
mas
mask
mask high
mass
mass balanc
mass loss
mass releas
mass respect
mass transport
mat
mate
materi
materi veget
matrix
matsumura
matter
matter content
matter explor
matter pom
matter soil
matur
matur hedgerow
max
max merr
max product
max rotat
maxim
maxim benefit
maxim buffer
maxim denitrif
maxim ecolog
maxima
maximis
maximum
maximum concentr
meadow
meadow brown
meadow fallow
meadow habitat
meadow howev
meadowlark
meadowlark sturnella
mean
mean abund
mean annual
mean bank
mean carbon
mean concentr
mean daili
mean densiti
mean loss
mean number
mean pitfal
mean reduc
mean reduct
mean runoff
mean speci
mean total
mean valu
mean weight
measur
measur abund
measur agricultur
measur annual
measur bird
measur chang
measur concentr
measur conserv
measur denitrif
measur design
measur differ
measur discharg
measur dure
measur effect
measur eros
measur field
measur hydrolog
measur implement
measur improv
measur increas
measur investig
measur isol
measur landscap
measur local
measur need
measur paramet
measur pitfal
measur plot
measur quantiti
measur reduc
measur soil
measur spatial
measur stream
measur surfac
measur taken
measur therefor
measur use
measur valu
measur veget
measur watersh
measur wind
measur year
mechan
mechan plant
mechan use
media
median
median concentr
mediat
medicago
medicago sativa
mediterranean
mediterranean region
medium
mediums
meet
meet water
meet year
melanarius
melanarius differ
melanarius signific
melbourn
melbourn australia
meligeth
melodia
melospiza
melospiza melodia
member
mention
merr
merr field
merr rotat
mesic
mesic typic
mesopor
metabolit
metal
metalaxyl
metapopul
meteorolog
meter
methan
method
method determin
method enhanc
method habitat
method hedgerow
method increas
method measur
method mitig
method number
method reduc
method result
method signific
method soil
method use
methodolog
methodolog estim
methodolog evalu
metolachlor
metolachlor concentr
metolachlor deethylatrazin
metolachlor metribuzin
metolachlor terbuthylazin
metopolophium
metopolophium dirhodum
metr
metr crop
metr field
metribuzin
metribuzin loss
metribuzin runoff
metric
metric ton
mgl
mice
mice apodemus
michigan
micro
microarthropod
microarthropod communiti
microbi
microbi biomass
microbi carbon
microbi communiti
microbi denitrif
microbi popul
microbi respir
microclim
microclim condit
microg
microhabitat
microorgan
microtus
microtus agresti
microtus arvali
microtus pennsylvanicus
mid
midatlant
middl
middl field
midfield
midjun
midsumm
midwest
midwestern
midwestern unit
migrant
migrat
migratori
million
min
min respect
min simul
miner
miner nitrogen
mineraliz
minim
minim risk
minim soil
minimis
minimum
minimum relat
minimum tillag
minnesota
minor
minor effect
minut
mirida
mirror
miss
mississippi
mississippi alluvi
mississippi state
missouri
missouricolumbia
missouricolumbia view
mite
mitig
mitig biodivers
mitig effect
mitig environment
mitig impact
mitig leav
mitig loss
mitig measur
mitig negat
mitig nutrient
mitig option
mitig tool
mix
mix annual
mix crop
mix farmland
mix hardwood
mix manag
mix model
mix pattern
mix result
mix superact
mixtur
mixtur contain
mixtur cut
mixtur manag
mixtur margin
mixtur signific
mixtur use
mixtur wide
mlong
mmh
mobil
mobil level
mobil speci
mode
model
model approach
model assess
model base
model calibr
model comparison
model comput
model contain
model develop
model explor
model fit
model groundwat
model identifi
model land
model measur
model model
model possibl
model predict
model provid
model remm
model result
model select
model simul
model test
model use
model valid
moder
moder level
modern
modern agricultur
modest
modif
modif farm
modifi
modulari
moench
moist
moistur
moistur condit
moistur content
molecular
moment
monitor
monitor compar
monitor data
monitor dure
monitor evalu
monitor result
monitor scheme
monitor site
monitor studi
monitor use
monitor year
monocot
monocrop
monocultur
monocultur crop
monona
monona silt
mont
month
month applic
month averag
month dure
month interv
month june
month studi
mop
mop project
moreov
morpholog
mortal
mortal rate
mosaic
mosaic wildflow
motacilla
motacilla flava
moth
moth abund
moth larva
moth speci
moth use
mount
mous
mous apodemus
movement
movement accumul
movement farm
movement fli
movement riparian
movement speci
mow
mow border
mow manag
mow regim
mow remov
mow treatment
mow veget
mown
mown grass
mown plot
mown twice
mrb
mrb soil
mrbs
muenchh
muenchh swamp
muhl
mulch
multiflorum
multifunct
multimodel
multimodel infer
multipl
multipl environment
multipl regress
multipl scale
multipl spatial
multipl speci
multipl year
multiscal
multispeci
multispeci buffer
multispeci riparian
multivari
multivari analys
multivari analysi
municip
mus
mus musculus
musculus
mustard
mwide
mwide unfertil
mycorrhiz
napus
narrow
narrow approx
narrow border
narrow boundari
narrow buffer
narrow grass
narrow riparian
narrow strip
narrow veget
narrow wide
nation
nation conserv
nation wildlif
nativ
nativ bird
nativ flora
nativ forest
nativ grass
nativ perenni
nativ plant
nativ prairi
nativ riparian
nativ speci
nativ tree
nativ veget
nativ warmseason
nativ wildflow
nativ woodi
natur
natur agricultur
natur conserv
natur develop
natur divers
natur ecosystem
natur enemi
natur forest
natur habitat
natur hedgerow
natur manag
natur occur
natur pest
natur plant
natur popul
natur rain
natur rainfal
natur regener
natur resourc
natur riparian
natur runoff
natur sown
natur veget
natur windbreak
neal
neal smith
near
near bern
near elimin
near field
near melbourn
near ogden
near shelterbelt
near stream
near strip
near treynor
near wood
near year
nearbi
nearbi crop
nearbi forest
nearest
nearest crop
nearest stream
nebraska
nebraska manur
nebria
nebria brevicolli
necess
necessari
necessari gain
necessarili
nectar
nectar attract
nectar avail
nectar flower
nectar mix
nectar pollen
nectar resourc
nectar seed
nectar sourc
nectar suppli
nectarifer
need
need address
need assess
need consid
need evalu
need predict
need reduc
need research
need sustain
need taken
need target
need understand
negat
negat affect
negat associ
negat correl
negat effect
negat impact
negat influenc
negat relat
negat relationship
neglect
neglig
neighbor
neighbour
neighbour field
nematod
neotrop
nest
nest associ
nest bird
nest densiti
nest forag
nest habitat
nest locat
nest predat
nest site
nest success
nest surviv
nestl
nestsit
net
net cost
netherland
nettl
network
network high
network landscap
nevada
new
new landscap
new manag
new renov
new shelterbelt
new york
new zealand
newli
newli creat
newli establish
newli plant
newport
nha
nha gleam
nha load
nhn
nhn total
nich
niger
night
nigra
nir
nirk
nirk nir
nitrat
nitrat agricultur
nitrat ammonium
nitrat concentr
nitrat denitrif
nitrat dissolv
nitrat ground
nitrat groundwat
nitrat input
nitrat ion
nitrat leach
nitrat level
nitrat loss
nitrat nitrogen
nitrat non
nitrat no−
nitrat remov
nitrat stream
nitrat valu
nitraten
nitratenitrogen
nitratenitrogen non
nitrif
nitrogen
nitrogen averag
nitrogen concentr
nitrogen content
nitrogen export
nitrogen highest
nitrogen increas
nitrogen input
nitrogen level
nitrogen loss
nitrogen organ
nitrogen phosphorus
nitrogen plant
nitrogen remov
nitrogen requir
nitrogen runoff
nitrogen soil
nitrogen speci
nitrogen tkn
nitrogen total
nitrogen transport
nitrogen uptak
nitrogen zero
nitrous
nitrous oxid
nmr
nmr spectroscopi
nob
nocturn
nomenclatur
non
non concentr
non load
non loss
non narrow
non nhn
non point
non total
nonbord
nonbord margin
nonbreed
nonbuff
noncrop
noncrop area
noncrop field
noncrop habitat
nonexperiment
nonextract
nonfarm
nonfertil
nonfertil strip
nonharvest
nonlinear
nonparametr
nonparametr statist
nonpoint
nonpoint sourc
nonpointsourc
nonpointsourc pollut
nonsignific
nontarget
nontarget organ
nontechn
nontechn public
nontransgen
nonuniform
nonwoodi
normal
north
north america
north carolina
north dakota
north island
northcentr
northeast
northeast itali
northeastern
northeastern itali
northeastern missouri
northern
northern bobwhit
northern england
northern europ
northern germani
northern great
northern itali
northern switzerland
northwest
northwestern
nosz
notabl
note
notic
notil
notil condit
notil corn
notil farm
notil manag
notil plot
notillag
novel
novemb
noxious
no–
no–n
no–n concentr
no–n remov
no−
no− chlorid
no− concentr
no− transport
npk
nps
nps pollut
npsp
npv
npv footslop
npv treatment
nubilali
nubilali hubner
number
number adjac
number adult
number aerial
number affect
number annual
number aphid
number bee
number benefici
number bird
number butterfli
number crop
number damag
number did
number divers
number egg
number famili
number farmland
number field
number flower
number generalist
number hedgerow
number individu
number invertebr
number larg
number record
number relat
number sampl
number soil
number speci
number tenui
number tree
number zoophag
numer
numer speci
nutrient
nutrient accumul
nutrient agricultur
nutrient carbon
nutrient concentr
nutrient content
nutrient cycl
nutrient form
nutrient input
nutrient leach
nutrient load
nutrient loss
nutrient movement
nutrient overland
nutrient pesticid
nutrient pollut
nutrient retent
nutrient riparian
nutrient runoff
nutrient sediment
nutrient solid
nutrient surfac
nutrient transfer
nutrient transport
nutrient yield
nutrit
nyctalus
nymph
oak
oak quercus
oat
object
object agrienviron
object assess
object determin
object evalu
object examin
object experi
object investig
object studi
oblig
obliqu
observ
observ buffer
observ concentr
observ data
observ differ
observ effect
observ field
observ greater
observ high
observ pattern
observ quantit
observ rate
observ site
observ soil
observ studi
observ suggest
observ total
obsoleta
obstacl
obtain
obtain gleam
obvious
occas
occas dure
occasion
occidentali
occidentali pergand
occupi
occupi habitat
occur
occur bird
occur day
occur differ
occur ditch
occur downstream
occur dure
occur main
occur onli
occur period
occur plant
occur plot
occur season
occur studi
occur waterway
occur year
occurr
occurr grassland
occurr hedgerow
occurr speci
octob
octob total
odon
odon dragonfli
odor
oedothorax
offer
offer opportun
offer shelter
offici
offici abstract
offici releas
officinali
offset
offsit
ogden
ogden iowa
ohio
oil
oilse
oilse rape
old
old shelterbelt
old tree
older
older wildflow
omnivor
onc
onc provid
onc year
onehalf
onfarm
ongo
onli
onli affect
onli control
onli dure
onli fallow
onli field
onli grass
onli harvest
onli landscap
onli margin
onli minor
onli occur
onli signific
onli speci
onli treatment
onsit
ontario
open
open area
open field
open habitat
open landscap
open veget
oper
oper farm
opinion
opinion farmer
opportun
opportun enhanc
opportun mani
opportun restor
opposit
opposit field
optic
optim
optim grass
optimis
optimum
option
option aim
option conserv
option england
option exist
option farmer
option phosphorus
option provid
option specifi
orchard
orchard block
orchard differ
orchard grass
orchard hedgerow
orchard near
orchard random
orchardgrass
orchardgrass dactyli
order
order achiev
order assess
order determin
order evalu
order increas
order magnitud
order maxim
order support
order test
ordin
oregon
organ
organ arabl
organ carbon
organ convent
organ crop
organ farm
organ field
organ fraction
organ manag
organ matter
organ onli
organ pesticid
organ product
organis
orient
origanum
origanum vulgar
origin
orius
orthophosph
orthophosphorus
orthophosphorus pop
orthoptera
ostrinia
ostrinia nubilali
osu
osu extens
otherwis
outbreak
outcom
outcross
outer
outflow
outflow strip
outlet
output
outsid
outsid grow
overal
overal abund
overal assess
overal averag
overal divers
overal effect
overal impact
overal result
overal rich
overal speci
overal studi
overal water
overestim
overland
overland flow
overland runoff
overlap
overlook
overwint
overwint arthropod
overwint field
overwint habitat
overwint natur
overwint site
owe
owner
oxford
oxford farm
oxid
