Item.ID,Short.Title,Title.x,Year,Period,Google.Scholar.link,Vegetated.strip.description.info,Nation,Study.country,Study.location,Latitude,Longitude,all_outcomes_subcat,all_outcomes_group,Observational,Manipulative,Study.length..years.,Time.since.intervention..years.,Plot.scale,Field.scale,Farm.scale,Catchment.scale,Regional.scale,Not.described,Q1,Q2,Q3,Q4,Not.described.2,Conventional,Organic,Not.described.3,Livestock,Livestock.info,Cropped.fields..arable.,Cropped.fields..arable..info,Horticulture,Horticulture.info,Viticulture,Viticulture.info,Fruit..orchard.,Fruit..orchard..info,Grassland,Grassland.info,Other..please.specify.,Other..please.specify..2,Not.described.4,Not.described.info,Grasses,Grasses.info,Wildflowers,Wildflowers.info,Shrubs,Shrubs2,Hedgerow,Hedgerow.info,Trees,Trees.info,Other..please.specify..3,Other..please.specify..info,Not.described.5,Not.described.info.2,Within.field,Field.edge,Riparian,Not.described.6,Unmanaged,Unmanaged.info,Soil.amendment,Soil.amendment.info,Soil.disturbed,Soil.disturbed.info,Cut,Cut.info,Grazed,Grazed.info,Harvested,Harvested.info,Sown.planted,Sown.planted.info,Pesticide,Pesticide.info,Managed..other.,Managed..other..info,Not.described.7,Not.described.info.3,Strip.presence,Strip.presence.info,Strip.location,Strip.location.info,Strip.type..dimension.,Strip.type..dimension..info,Strip.type..structure.,Strip.type..structure..info,Strip.management,Strip.management.info,Vegetation.type,Vegetation.type.info,Response.to.management,Response.to.management.info,Other..please.specify..4,Other..please.specify..info.2,Transect.into.field.across.vegetative.strip,Transect.into.field.across.vegetative.strip.info,Not.described.8,Not.described.info.4,Biodiversity..aquatic.,Biodiversity..aquatic..info,Biodiversity..semi.aquatic.,Biodiversity..semi.aquatic..info,Biodiversity..terrestrial.,Biodiversity..terrestrial..info,Pollination,Pollination.info,Game.species,Game.species.info,Pest.control,Pest.control.info,Nutrients.N,Nutrients.N.info,Nutrients.P,Nutrients.P.info,Soil.loss.retention,Soil.loss.retention.info,Soil.sediment..chemical..not.N.P.,Soil.sediment..chemical..not.N.P..info,Water.chemistry.quality..not.N.P.,Water.chemistry.quality..not.N.P..info,Soil.sediment..physical.,Soil.sediment..physical..info,Water.loss.retention,Water.loss.retention.info,Economic..farming.,Economic..farming..info,GHGs,GHGs.info,Pesticides,Pesticides.info,Toxins,Toxins.info,Wind,Wind.info,GM.pollen,GM.pollen.info,Crop.yield.farming.outputs,Crop.yield.farming.outputs.info,Social,Social.info,Recreation,Recreation.info,Other..please.specify..5,Other..please.specify..info.3,Pathogens,Pathogens.info,Non.crop.yield,Non.crop.yield.info,Light,Light.info,Physical.habitat,Physical.habitat.info,Climate.microclimate,Climate.microclimate.info,Microbes,Microbes.info,Organism.physiology.condition,Organism.physiology.condition.info,Food,Fresh.water,Fibre.and.fuel,Biochemical.products,Genetic.materials,Climate.regulation,Hydrological.regimes,Pollution.control,Erosion.protection,Natural.hazards,Pest.regulation,Nutrient.cycling,Spiritual.and.inspirational,Recreational,Aesthetic,Educational,Biodiversity,Pollination2,Soil.formation,Comments,lensID,Title.y,data.abstract,distance
21568714,Hradetzky (1998),spatial distribution of flying insects in an organic rye field and an adjacent hedge and forest edge,1998,1995-1999,http://scholar.google.co.uk/scholar?q=Spatial+distribution+of+flying+insects+in+an+organic+rye+field+and+an+adjacent+hedge+and+forest+edge&btnG=&hl=en&as_sdt=0%2C5,Hedge,Austria,Austria,"Obere Lobau, Vienna (48 10 N, 6 30 E)",48.166667,6.5,Biodiversity (terrestrial),Biodiversity,Observational,,<1,Not stated,Plot scale,,,,,,,Q2,Q3,Q4,,,Organic,,,,Cropped fields (arable),Winter rye,,,,NA,,,,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,NA,,,,,Biodiversity (terrestrial),"Flying insect taxon richness, insect catches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,091-494-753-015-391,spatial distribution of flying insects in an organic rye field and an adjacent hedge and forest edge,"ABSTRACT In 1991, the spatial and temporal distribution of flying insects was investigated by yellow water traps in an organic rye field and an adjacent hedge and forest edge at Obere Lobau, Vienna. The total diversity of insect groups was higher near the adjacent habitats than in the central parts of the field. Likewise, most antagonistic groups (e.g. chalcidoid and proctotrupoid wasps, tachinid flies, sphecid wasps, mirid bugs) showed higher activity-densities alongside the adjacent habitats than in the open field. The potentially harmful aphids predominated in the marginal areas of the crop. Thysanopterans were caught most abundantly in the central parts of the field.",0
21569578,Schneider (2012),spatial distribution of metarhizium clade 1 in agricultural landscapes with arable land and different semi-natural habitats,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Spatial+distribution+of+Metarhizium+clade+1+in+agricultural+landscapes+with+arable+land+and+differen&btnG=&hl=en&as_sdt=0%2C5,Improved field margin,Switzerland,Switzerland,"Aesch (47◦28 14N, 7◦35 49E at 310 m altitude), Klettgau (47◦41 53N, 8◦27 38E at 435 m altitude), and Oberwil (47◦20 08N, 8◦23 10E at 548 m altitude)",47.40578,7.564629,Pest control,Human use,Observational,,<1,9-Jul,,,,,Regional scale,,,Q2,,,,,Organic,,,,Cropped fields (arable),"cereal: winter wheat, barley, triticale, spelt",,,,NA,,,Grassland,,,,,,Grasses,,Wildflowers,,,,,,,,,,,,,Field edge,,,,,,,,,Cut,mown every two years in August with cuttings removed,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,arable field vs grassland vs field margin,,NA,,,,,,,,,,,Pest control,abundance and density of Metarhizium species in soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,Pest regulation,,,,,NA,Biodiversity,,,,065-978-375-523-601,spatial distribution of metarhizium clade 1 in agricultural landscapes with arable land and different semi-natural habitats,NA,0
21569117,Maudsley (2002),spatial distribution patterns of predatory arthropods within an english hedgerow in early winter in relation to habitat variables,2002,2000-2004,http://scholar.google.co.uk/scholar?q=Spatial+distribution+patterns+of+predatory+arthropods+within+an+English+hedgerow+in+early+winter+in+&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,UK,UK,Backwell Farleigh in south-west England (NGR ST 490 694),51.398165,-2.738972,Biodiversity (terrestrial),Biodiversity,Observational,,<1,Not stated,Plot scale,,,,,,,,,Q4,,,,Not described,,,Cropped fields (arable),winter oilseed rape,,,,NA,,,,,,,,,,,,,,,Hedgerow,hawthorn-dominant,,,,,,,,Field edge,,,,,,,,,Cut,trimmed,,,,,,,,,,,,,,,,,,,Strip type (structure),hedge orientation,,,,,,,Other (please specify),Comparisons within vertical strata ( shrubby hedge foliage vs hedge-base vegetation vs leaf litter vs soil layer),,,,NA,,,,,Biodiversity (terrestrial),invertebrate distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,097-095-789-567-42X,spatial distribution patterns of predatory arthropods within an english hedgerow in early winter in relation to habitat variables,NA,0
21985852,Durner (1999),"spatial ecology of black rat snakes on remington farms, maryland",1999,1995-1999,"http://scholar.google.co.uk/scholar?q=Spatial+ecology+of+black+rat+snakes+on+Remington+Farms,+Maryland&btnG=&hl=en&as_sdt=0%2C5",Hedgerow,USA,"Maryland, USA","Remington Farms, 12km southwest of Chestertown, Maryland",39.218876,-76.069057,Biodiversity (terrestrial),Biodiversity,Observational,,2,Not stated,,,Farm scale,,,,,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"Soybeans, field corn, sunflower and rye",,,,NA,,,,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,,,,,,,,,,,,,,,,,,,NA,,,,,Biodiversity (terrestrial),Snake habitat preference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,048-681-177-414-224,"spatial ecology of black rat snakes on remington farms, maryland","Black rat snakes (Elaphe o. obsoleta) are important predators of nesting birds and small mammals in fragmented landscapes. Thus, we used radiotelemetry to study movements of 32 black rat snakes at Remington Farms, Maryland, during 1988-89 to determine potential ways to minimize their depredations, Yearly home ranges were similar (P > 0.05) for males and females (x ± SE) (convex polygon, 9.49 ± 1.01 ha; 95% harmonic contour, 10.52 ± 1,24 ha), but males covered more (P < 0.05) of the home range earlier in the spring. Snakes were familiar with habitat features within their home range, returning to the same areas after prolonged absences. Snakes used forest edge, residential, hedgerow, and herbaceous/brush habitats more (P < 0.05-0.001) than expected by chance",0
21569663,Smith (2012),"spatial patterns of, and environmental controls on, soil properties at a riparian-paddock interface",2012,2010-2014,"http://scholar.google.co.uk/scholar?q=Spatial+patterns+of,+and+environmental+controls+on,+soil+properties+at+a+riparian-paddock+interface&btnG=&hl=en&as_sdt=0%2C5",Riparian corridor,Australia,"Victoria, Australia","Goulburn River Catchment, located 15 km north of Euroa (36.7S, 145.5E)",-36.700351,145.497489,"Nutrients N;Soil/sediment (chemical, not N/P);Soil/sediment (physical);Water loss/retention;Organism physiology/condition",Soil chemistry;Soil chemistry;Soil physical;Soil physical;Ecosystem functioning,Observational,,<1,4,Plot scale,,,,,,,,,Q4,,,,Not described,Livestock,sheep grazing,,,,,,NA,,,,,,,,,Grasses,native and invasive,,,Shrubs,,,,Trees,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,Managed (other),fenced,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,"transect within riparian zone and adjacent paddock (36m total, 3 sampling points in each)",,NA,,,,,,,,,,,,,Nutrients N,"Total soil N, soil NH4-N, soil NO3, potentially mineralisable N in soil, net nitrification in soil",,,,,"Soil/sediment (chemical, not N/P)","Total soil C, soil pH, soil electrical conductivity",,,Soil/sediment (physical),Bulk density,Water loss/retention,Gravimetric water content in soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organism physiology/condition,"root density, litter amount",,,,NA,,,Hydrological regimes,Pollution control,,,,Nutrient cycling,,,,NA,,,Soil formation,,138-775-105-233-520,"spatial patterns of, and environmental controls on, soil properties at a riparian–paddock interface",NA,1
32344767,Dercon (2006),spatial variability in crop response under contour hedgerow systems in the andes region of ecuador,2006,2005-2009,http://scholar.google.co.uk/scholar?q=Spatial+variability+in+crop+response+under+contour+hedgerow+systems+in+the+Andes+region+of+Ecuador&btnG=&hl=en&as_sdt=0%2C5,Contour hedgerow with barrier strip,Equador,Equador,"Gima, southern Andes",-3.179951,-79.001505,"Nutrients N;Nutrients P;Soil/sediment (chemical, not N/P);Soil/sediment (physical);Crop yield/farming outputs",Soil chemistry;Soil chemistry;Soil chemistry;Soil physical;Human use,Observational,,Not stated,4-Feb,,Field scale,,,,,,,,,Not described,Conventional,,,,,Cropped fields (arable),"maize, climbing beans, pea",,,,NA,,,,,,,,,Grasses,,,,,,Hedgerow,composed of apple trees,,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,Kikuyu grass (Pennisetum clandestinum) and Ryegrass (Lolium multiflorum) along with apple trees vs Harding grass (Phalaris tuberosa),,,,,,,,,,,,,,,,,Vegetation type,Kikuyu grass (Pennisetum clandestinum) and Ryegrass (Lolium multiflorum) along with apple trees vs Harding grass (Phalaris tuberosa) in the buffer strip area,,,,,Transect into field/across vegetative strip,Distance (in rows) from contour hedgerow,,NA,,,,,,,,,,,,,Nutrients N,"Soil N03-, total N, ammonium acetate",Nutrients P,"Soil P, soil retained P",,,"Soil/sediment (chemical, not N/P)","Organic C, Ca (exchangable), Mg (exchangable), K (exchangable), Na (exchangable), Al (exchangable)",,,Soil/sediment (physical),"Clay, silt, sand",,,,,,,,,,,,,,,Crop yield/farming outputs,"Wheat ((i) length of ear (cm), (ii) number of ears (no./m row), (iii) dry weight of grains (g/m row) and (iv) length of stalk (cm).",,,,,,,,,,,,,,,,,,,,,Food,,,NA,,,,Pollution control,,,,Nutrient cycling,,,,NA,,,Soil formation,,133-817-779-828-150,spatial variability in crop response under contour hedgerow systems in the andes region of ecuador,"Abstract Land management practices on tropical soils have been studied extensively during the past decades. However, assessments of their impact on field-scale spatial variability in crop performance are rare. A case of practices affecting spatial crop response at field level in a systematic way is the contour hedgerow system, a widespread soil conservation technique on steep lands in the tropics. The objectives of this study were to assess: (i) spatial variability in crop response under contour hedgerow systems in the Andes and (ii) implications for management of steep land alley farming. In order to measure spatial variability in crop response, Triticum aestivum was sown in rows following the contours, placed every 25 cm along the slope direction. Grain yield was monitored on eight alleys, having slopes from 15 to 30%, a length of 4–8 m and soils ranging from Dystri-Vertic Cambisols to Haplic Phaeozem, in the Andes region of Ecuador. In order to relate crop response with soil fertility, soil sampling was carried out in bands following the contour. Top soil properties, such as organic carbon, N Total , NO 3 − , P, exchangeable Aluminium, P fixation, exchangeable bases, CEC and texture, were analysed. The barrier strips of the contour hedgerow systems were composed of: (i) Pennisetum clandestinum and Lolium multiflorum or (ii) Phalaris tuberosa . Spatial variability in crop response was described by fourth-order polynomial equations, where position in the alley was the independent variable and plant characteristics were the dependent variables. Grain yield ranged from 0.8 to 4.0 t ha −1 (net area). Clear and significant patterns of spatial variability in crop response were found in all alleys, with R 2 varying from 0.55 to 0.90. Crop response was strongly and positively correlated with NO 3 − , P, exchangeable bases or organic carbon, dependent on the management, age and soil conditions of the alleys. Tillage erosion and soil accumulation on respectively the upper and lower elevations of the alleys were the main causes for a tendency to a significantly increased crop response along the slope direction. However, according the type of grass used in the barrier strip, competition for soil fertility and soil moisture occurred and influenced in negative way crop productivity in the lower elevations of the alleys. An index is proposed to assess the effect of contour hedgerows on crop response. The present study shows that contour hedgerow systems cannot always be evaluated as completely positive. Soil fertility improvement on the upper part of the alleys and a better management of the barrier strip are suggested to enhance crop productivity of contour hedgerow systems.",0
21985855,Frank (1997),species diversity of ground beetles (carabidae) in sown weed strips and adjacent fields,1997,1995-1999,http://scholar.google.co.uk/scholar?q=Species+diversity+of+ground+beetles+(Carabidae)+in+sown+weed+strips+and+adjacent+fields&btnG=&hl=en&as_sdt=0%2C5,Weed strip,Switzerland,Switzerland,"Zollikofen, Bern",46.99826,7.451332,Biodiversity (terrestrial),Biodiversity,Observational,,2,3-Feb,,Field scale,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),"Oil seed rape, maize, wheat",,,,NA,,,,,,,,,,,,,,,,,,,Other (please specify),Weeds,,,Within field,,,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,NA,,,,,Biodiversity (terrestrial),"Ground beetle species richness, Sorensen species similarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,123-653-571-393-994,species diversity of ground beetles (carabidae) in sown weed strips and adjacent fields,"ABSTRACT From April-September 1992 and from April-August 1993, ground beetles were caught in pitfall traps in three weed strips of different ages and in the adjacent fields. The oldest weed strip contained the highest number of ground beetle species in both years. A decrease in number of species with increasing distance from the weed strips was observed in 1992. Fields bordering on two-year-old weed strips showed an increase in species diversity compared with the previous year. Within the crops, rape contained more species than wheat or maize. The extent of differences in species diversity between weed strips and adjacent fields in terms of the methodology used and the importance of weed strips for several species are discussed.",0
21570014,Wuczynski (2011),species richness and composition of bird communities in various field margins of poland,2011,2010-2014,http://scholar.google.co.uk/scholar?q=Species+richness+and+composition+of+bird+communities+in+various+field+margins+of+Poland&btnG=&hl=en&as_sdt=0%2C5,Field margin,Poland,Poland,"Lower Silesia, southwest Poland",49.958195,18.716076,Biodiversity (terrestrial),Biodiversity,Observational,,2,Not stated,,,,,Regional scale,,,,,,Not described,,,Not described,,,,,,,,NA,,,,,,,Not described,,,,,,,,,,,,Other (please specify),Various,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,Herbaceous versus shrubby versus trees dominating margins,,,,,,,,NA,,,,,Biodiversity (terrestrial),"Bird community composition, abundance, species richness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,104-810-886-064-658,species richness and composition of bird communities in various field margins of poland,NA,0
21567916,Beltramo (2006),"spiders of soybean crops in santa fe province, argentina: influence of surrounding spontaneous vegetation on lot colonization",2006,2005-2009,"http://scholar.google.co.uk/scholar?q=Spiders+of+soybean+crops+in+Santa+Fe+Province,+Argentina:+Influence+of+surrounding+spontaneous+veget&btnG=&hl=en&as_sdt=0%2C5",Crop margin,Argentina,Argentina,"Castellanos Department, Santa Fe",-30.974859,-61.513604,Biodiversity (terrestrial),Biodiversity,,Manipulative,2,2,,Field scale,,,,,Q1,Q2,,,,Conventional,,,,,Cropped fields (arable),Soybean,,,,NA,,,,,,,,,Grasses,"Digitaria sanguinalis, Sorghum halapense and Cynodon dactylon",Wildflowers,"Chenopodium album, Amaranthus quitensis, Portulaca oleracea, Carduus acanthoides, C. thoermeri, Sida rhombifolia, Rumex crispus and Solanum sisymbrifolium",,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,NA,,,,,Biodiversity (terrestrial),"Spider species richness, density and abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,093-526-464-667-904,"spiders of soybean crops in santa fe province, argentina: influence of surrounding spontaneous vegetation on lot colonization.","Trials during two consecutive soybean cycles were performed in central Santa Fe in order to determine the main spider families present in the crop and to determine the influence of spontaneous margin flora on colonization towards the lot. Samplings were done by sweeping net and pitfall traps. It was concluded that:1. Oxyopidae was the most frequent family in the herbaceous layer of both the margins and the soybean crop, and Lycosidae in the lower layer; 2. Margin strips in a soybean lot contribute to the colonization of the crop by spiders of aerial habits and also promote re-colonization following pesticide applications, since they act as shelters. The influence on spiders of terrestrial habits was somewhat lower; 3. The distribution of the populations of spiders of terrestrial habits was homogeneous in a soybean crop seeded directly and these predators had a greater capacity to control pests at all points of the lot.",1
21568736,Inclán (2015),spillover of tachinids and hoverflies from different field margins,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Spillover+of+tachinids+and+hoverflies+from+different+field+margins&btnG=&hl=en&as_sdt=0%2C5,"Field margin, grass margin, hedgerow",Italy,Italy,"Venetian-Friulian Plain in north-eastern Italy (45 46 3 N, 12 28 4 E)",45.7675,12.467774,Biodiversity (terrestrial),Biodiversity,Observational,,<1,Not stated,,Field scale,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,NA,,,,,,,,,Grasses,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,Grass margin versus hedgerow,,,,,Transect into field/across vegetative strip,,,NA,,,,,Biodiversity (terrestrial),Tachinid and hoverfly abundance and species richness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,064-285-198-867-260,spillover of tachinids and hoverflies from different field margins,NA,0
21985861,Frank (2004),staphylinidae and carabidae overwintering in wheat and sown wildflower areas of different age,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Staphylinidae+and+Carabidae+overwintering+in+wheat+and+sown+wildflower+areas+of+different+age&btnG=&hl=en&as_sdt=0%2C5,Wildflower area,Switzerland,Switzerland,"Swiss plateau between Bern, Biel, Solothurn and Burgdorf",46.999956,7.528307,Biodiversity (terrestrial),Biodiversity,Observational,,<1,2-Jan,,,,,Regional scale,,Q1,,,Q4,,,,Not described,,,Cropped fields (arable),Wheat,,,,NA,,,,,,,,,,,Wildflowers,"""sown using mixtures containing 25 native herbaceous plant species""",,,,,,,,,,,,,,Not described,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Wildflower area age,Transect into field/across vegetative strip,,,NA,,,,,Biodiversity (terrestrial),Rove beetle abundance and species richness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,031-579-378-413-334,staphylinidae and carabidae overwintering in wheat and sown wildflower areas of different age.,"Species richness and abundance of staphylinid and carabid beetles overwintering in winter wheat fields and 1- to 3-year-old wildflower areas were investigated during 2000/2001 on 16 study sites in Switzerland. Abundance and species richness of overwintering staphylinids significantly increased with successional age of the wildflower areas and were always higher in older wildflower areas than in winter wheat. A similar but less distinct pattern was observed for the abundance and species richness of carabid beetles. The influence of habitat parameters (vegetation cover, fine sand content, organic matter, pH, soil pore volume, surrounding landscape structure, habitat area) on the staphylinid and carabid assemblages based on the number of individuals per species and site was analysed using canonical correspondence analysis. Vegetation cover was the most significant parameter significantly characterizing both staphylinid and carabid assemblages. The amount of vegetation cover explained 15.7% of the variance, fine sand content accounted for 13.3% and surrounding landscape structure for 10.9% of the variance in the staphylinid assemblage. In the carabid assemblage, vegetation cover was the only significant factor, explaining 24.7% of the variance. This study showed for the first time that the significance of wildflower areas as a reservoir for hibernation for generalist predatory beetles increases with progressing successional age.",1
21570043,Zaimes (2004),"stream bank erosion adjacent to riparian forest buffers, row-crop fields, and continuously-grazed pastures along bear creek in central iowa",2004,2000-2004,"http://scholar.google.co.uk/scholar?q=Stream+bank+erosion+adjacent+to+riparian+forest+buffers,+row-crop+fields,+and+continuously-grazed+pa&btnG=&hl=en&as_sdt=0%2C5",Riparian forest buffer,USA,"Iowa, USA",Bear Creek in Story and Hamilton counties,42.182677,-93.501316,Soil loss/retention;Soil/sediment (physical),Soil physical;Soil physical,Observational,,2,Not stated,,,,Catchment scale,,,Q1,Q2,Q3,Q4,,,,Not described,,,,,,,,NA,,,,,,,Not described,For land adjacent to riparian buffer,Grasses,"Pure switchgrass (Panicum virgatum L.) or combinations of big bluestem (Andropogon geraldii Vitman), Indian grass (Sorgastrum nutans L.) Canada wild rye (Elymus canadensis L.)",,,Shrubs,"redosier dogwood (Cornus stolonifera Michx.), gray dogwood (Cornus racemosa Lam.), common chokecherry (Prunus virginiana L.), nannyberry (Viburnum lentago L.), ninebark [Physicarpus opulifolius (L.) Maxim.], nanking cherry (Prunus tomentosa Thunb.), silky dogwood (Cornus amomum Mill.) and highbush cranberry (Viburnum trilobum Marsh.).",,,Trees,"willows (Salix L. sp), hybrid poplar (Populus L. sp), silver maple (Acer saccharinum L.), and green ash (Fraxinus pennsylvanica Marsh.). northern red oak (Quercus rubra L.), bur oak (Quercus macrocarpa Michx.), and black walnut (Juglans nigra L.)",Other (please specify),"Up to 15 different native forbs, annual weeds",,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,Riparian forest buffer vs no buffer (pasture) vs narrow grass strip with row crop ,,,,,,,,,Vegetation type,Riparian forest buffer vs narrow grass strip with row crop,Response to management, narrow grass strip with row crop vs narrow grass strip with row crop (channelised stream),,,,,,NA,,,,,,,,,,,,,,,,,Soil loss/retention,"Stream bank erosion rate, eroding bank length and height and area,soil loss",,,,,Soil/sediment (physical),bulk density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,Erosion protection,,,,,,,NA,,,Soil formation,,056-448-774-024-709,"stream bank erosion adjacent to riparian forest buffers, row-crop fields, and continuously-grazed pastures along bear creek in central iowa","Row-crop agriculture, continuous-grazing, and stream channelization, have accelerated stream bank erosion and increased sediment load. Stream bank erosion rates and total soil loss were compared among riparian forest buffers, row-crop fields and continuously grazed pastures along a continuous 11 km (6.8 mi) stream reach in central Iowa. Exposed erosion pins were measured to estimate stream bank erosion rates, approximately every month from June 1998 to June 1999, except during the winter months. Total stream bank soil losses for each treatment were estimated from the mean bank erosion rate, mean bulk density, and the total stream bank eroding area. Row-crop fields had the greatest stream bank erosion rate and total soil losses followed by continuously grazed pastures while riparian forest buffers had the lowest. If riparian forest buffers had been established along all of the non-buffered segments of the 11 km (6.8 mi) stream reach, total stream bank soil loss would have been reduced by approximately 72%.",0
21570042,Zaimes (2011),"stream bed substrate composition adjacent to different riparian land-uses in iowa, usa",2011,2010-2014,"http://scholar.google.co.uk/scholar?q=Stream+bed+substrate+composition+adjacent+to+different+riparian+land-uses+in+Iowa,+USA&btnG=&hl=en&as_sdt=0%2C5","Riparian forest buffer, grass filter",USA,"Iowa, USA","northeast, central and southeast Iowa",41.880347,-93.0953,Soil/sediment (physical),Soil physical,Observational,,<1,Not stated,,,,,Regional scale,,,,Q3,Q4,,,,Not described,,,,,,,,NA,,,,,,,Not described,,Grasses,,,,Shrubs,,,,Trees,,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,Riparian forest buffer vs grass filter vs no buffer (rotational pasture) vs no buffer (continuous pasture) vs no buffer (row-cropped fields) vs no buffer (cattle fenced out of pasture) vs no buffer (intensive rotational pasture),,,,,,,,,Vegetation type,Grass filter vs riparian forest buffer,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,Soil/sediment (physical),"Percentage of stream bed substrate: coarse particular organic matter in stream, fines, sand, gravel, cobble and boulders in streams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,Erosion protection,,,,,,,NA,,,Soil formation,,069-927-181-609-293,"stream bed substrate composition adjacent to different riparian land-uses in iowa, usa",NA,0
