"","data.lens_id","data.title","data.publication_type","data.year_published","first_name","last_name","initials","type","value","Author"
"1571","072-296-667-465-701","Growth of three oak species during establishment of an agroforestry practice for watershed protection","journal article",2005,"Ranjith P.","Udawatta","RP","magid","297348948","Udawatta, RP"
"1572","072-296-667-465-701","Growth of three oak species during establishment of an agroforestry practice for watershed protection","journal article",2005,"Pekka","Nygren","P","magid","2140417819","Nygren, P"
"1573","072-296-667-465-701","Growth of three oak species during establishment of an agroforestry practice for watershed protection","journal article",2005,"Harold E.","Garrett","HE","magid","2112883227","Garrett, HE"
"1574","148-263-999-064-343","Gryllus pennsylvanicus (Orthoptera: Gryllidae): Laboratory Weed Seed Predation and Within Field Activity-Density","journal article",1999,"Dora Mabel","Carmona","DM","magid","2168280740","Carmona, DM"
"1575","148-263-999-064-343","Gryllus pennsylvanicus (Orthoptera: Gryllidae): Laboratory Weed Seed Predation and Within Field Activity-Density","journal article",1999,"Fabian D.","Menalled","FD","magid","88977197","Menalled, FD"
"1576","148-263-999-064-343","Gryllus pennsylvanicus (Orthoptera: Gryllidae): Laboratory Weed Seed Predation and Within Field Activity-Density","journal article",1999,"Douglas A.","Landis","DA","magid","2209132334","Landis, DA"
"1577","009-742-460-635-737","HERBICIDE TRANSPORT IN A MANAGED RIPARIAN FOREST BUFFER SYSTEM","journal article",1997,"Richard","Lowrance","R","magid","2042419790","Lowrance, R"
"1578","009-742-460-635-737","HERBICIDE TRANSPORT IN A MANAGED RIPARIAN FOREST BUFFER SYSTEM","journal article",1997,"George","Vellidis","G","magid","2242996170","Vellidis, G"
"1579","009-742-460-635-737","HERBICIDE TRANSPORT IN A MANAGED RIPARIAN FOREST BUFFER SYSTEM","journal article",1997,"R. D.","Wauchope","RD","magid","2608810442","Wauchope, RD"
"1580","009-742-460-635-737","HERBICIDE TRANSPORT IN A MANAGED RIPARIAN FOREST BUFFER SYSTEM","journal article",1997,"David D.","Bosch","DD","magid","2245268305","Bosch, DD"
"1581","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Andrea","Altewischer","A","magid","2803387843","Altewischer, A"
"1582","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Ulrike","Buschewski","U","magid","2293532604","Buschewski, U"
"1583","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Christian","Ehrke","C","magid","2628164335","Ehrke, C"
"1584","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Johannes","Fröhlich","J","magid","2723825802","Fröhlich, J"
"1585","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Antje","Gärtner","A","magid","2296731204","Gärtner, A"
"1586","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Peter","Giese","P","magid","2720400293","Giese, P"
"1587","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Franziska","Günter","F","magid","2295416599","Günter, F"
"1588","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Nadja","Heitmann","N","magid","2159982372","Heitmann, N"
"1589","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Maren","Hestermann","M","magid","2296131631","Hestermann, M"
"1590","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Hannes","Hoffmann","H","magid","2276190139","Hoffmann, H"
"1591","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Friederike","Kleinschmidt","F","magid","2293879425","Kleinschmidt, F"
"1592","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Björn Ole","Kniepkamp","BO","magid","1971547112","Kniepkamp, BO"
"1593","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Wilhelm","Linke","W","magid","2646228783","Linke, W"
"1594","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Tore","Mayland-Quellhorst","T","magid","2293145059","Mayland-Quellhorst, T"
"1595","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Jonas","Pape","J","magid","2144200245","Pape, J"
"1596","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Tom","Peterson","T","magid","2524491204","Peterson, T"
"1597","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Vanessa","Schendel","V","magid","2790872784","Schendel, V"
"1598","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Sarah","Schwieger","S","magid","2062049710","Schwieger, S"
"1599","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Andrea","Wadenstorfer","A","magid","2294313861","Wadenstorfer, A"
"1600","006-721-749-815-577","Habitat Preferences of Male Corn Buntings Emberiza calandra in North-Eastern Germany","journal article",2015,"Klaus","Fischer","K","magid","2114481277","Fischer, K"
"1601","073-087-462-304-838","Habitat Selection by Cock Pheasants in Spring","journal article",1976,"C.","Lachlan","C","magid","2335574350","Lachlan, C"
"1602","073-087-462-304-838","Habitat Selection by Cock Pheasants in Spring","journal article",1976,"R. P.","Bray","RP","magid","2650563993","Bray, RP"
"1603","036-259-010-837-779","Habitat age affects beetle diversity in wildflower areas","journal article",2012,"Thomas","Frank","T","magid","2123776201","Frank, T"
"1604","036-259-010-837-779","Habitat age affects beetle diversity in wildflower areas","journal article",2012,"Simone","Aeschbacher","S","magid","2063631158","Aeschbacher, S"
"1605","036-259-010-837-779","Habitat age affects beetle diversity in wildflower areas","journal article",2012,"Johann G.","Zaller","JG","magid","2211221587","Zaller, JG"
"1606","027-601-881-483-122","Habitat age increases reproduction and nutritional condition in a generalist arthropod predator","journal article",2003,"Mario","Barone","M","magid","2228783161","Barone, M"
"1607","027-601-881-483-122","Habitat age increases reproduction and nutritional condition in a generalist arthropod predator","journal article",2003,"Thomas","Frank","T","magid","2123776201","Frank, T"
"1608","098-805-113-361-261","Habitat associations and breeding success of the Chaffinch Fringilla coelebs","journal article",2004,"Catriona J.","MacLeod","CJ","magid","2112487797","MacLeod, CJ"
"1609","098-805-113-361-261","Habitat associations and breeding success of the Chaffinch Fringilla coelebs","journal article",2004,"David M. B.","Parish","DMB","magid","1965100716","Parish, DMB"
"1610","098-805-113-361-261","Habitat associations and breeding success of the Chaffinch Fringilla coelebs","journal article",2004,"Stephen F.","Hubbard","SF","magid","2114545111","Hubbard, SF"
"1611","030-831-977-852-027","Habitat associations and breeding success of yellowhammers on lowland farmland.","journal article",2000,"Richard B.","Bradbury","RB","magid","2159890204","Bradbury, RB"
"1612","030-831-977-852-027","Habitat associations and breeding success of yellowhammers on lowland farmland.","journal article",2000,"Antonios","Kyrkos","A","magid","296176737","Kyrkos, A"
"1613","030-831-977-852-027","Habitat associations and breeding success of yellowhammers on lowland farmland.","journal article",2000,"Antony J.","Morris","AJ","magid","2584846288","Morris, AJ"
"1614","030-831-977-852-027","Habitat associations and breeding success of yellowhammers on lowland farmland.","journal article",2000,"Stéphanie C.","Clark","SC","magid","2584144064","Clark, SC"
"1615","030-831-977-852-027","Habitat associations and breeding success of yellowhammers on lowland farmland.","journal article",2000,"Allan J.","Perkins","AJ","magid","2101250428","Perkins, AJ"
"1616","030-831-977-852-027","Habitat associations and breeding success of yellowhammers on lowland farmland.","journal article",2000,"Jeremy D.","Wilson","JD","magid","2112963049","Wilson, JD1"
"1617","041-679-397-425-833","Habitat associations of British breeding farmland birds","journal article",2009,"Mark J.","Whittingham","MJ","magid","2162007707","Whittingham, MJ"
"1618","041-679-397-425-833","Habitat associations of British breeding farmland birds","journal article",2009,"John R.","Krebs","JR","magid","2146237546","Krebs, JR"
"1619","041-679-397-425-833","Habitat associations of British breeding farmland birds","journal article",2009,"Ruth D.","Swetnam","RD","magid","1596323442","Swetnam, RD"
"1620","041-679-397-425-833","Habitat associations of British breeding farmland birds","journal article",2009,"Richard M.","Thewlis","RM","magid","1997263839","Thewlis, RM"
"1621","041-679-397-425-833","Habitat associations of British breeding farmland birds","journal article",2009,"Jeremy D.","Wilson","JD","magid","2112963049","Wilson, JD1"
"1622","041-679-397-425-833","Habitat associations of British breeding farmland birds","journal article",2009,"Robert P.","Freckleton","RP","magid","622743865","Freckleton, RP"
"1623","132-898-566-034-905","Habitat associations of bats in Northern Ireland: implications for conservation","journal article",2002,"J. M.","Russ","JM","magid","2129484704","Russ, JM"
"1624","132-898-566-034-905","Habitat associations of bats in Northern Ireland: implications for conservation","journal article",2002,"W. I.","Montgomery","WI","magid","2116091988","Montgomery, WI"
"1625","018-868-448-898-702","Habitat characteristics of harvest mouse nests on arable farmland","journal article",2003,"S.L.","Bence","SL","magid","2696609682","Bence, SL"
"1626","018-868-448-898-702","Habitat characteristics of harvest mouse nests on arable farmland","journal article",2003,"K.","Stander","K","magid","2696429060","Stander, K"
"1627","018-868-448-898-702","Habitat characteristics of harvest mouse nests on arable farmland","journal article",2003,"M.","Griffiths","M","magid","2442112604","Griffiths, M"
"1628","014-229-118-471-777","Habitat establishment on arable land: assessment of an agri-environment scheme in England, UK","journal article",2004,"C. Nigel R.","Critchley","CNR","magid","2423641952","Critchley, CNR"
"1629","014-229-118-471-777","Habitat establishment on arable land: assessment of an agri-environment scheme in England, UK","journal article",2004,"David","Allen","D","magid","2150384297","Allen, D"
"1630","014-229-118-471-777","Habitat establishment on arable land: assessment of an agri-environment scheme in England, UK","journal article",2004,"J.A.","Fowbert","JA","magid","2153119129","Fowbert, JA"
"1631","014-229-118-471-777","Habitat establishment on arable land: assessment of an agri-environment scheme in England, UK","journal article",2004,"Alison C","Mole","AC","magid","2660176736","Mole, AC"
"1632","014-229-118-471-777","Habitat establishment on arable land: assessment of an agri-environment scheme in England, UK","journal article",2004,"Anna L.","Gundrey","AL","magid","2630213313","Gundrey, AL"
"1633","032-991-953-185-288","Habitat factors influencing the distribution of polyphagous predatory insects between field boundaries.","journal article",1992,"Matthew B.","Thomas","MB","magid","2135687599","Thomas, MB"
"1634","032-991-953-185-288","Habitat factors influencing the distribution of polyphagous predatory insects between field boundaries.","journal article",1992,"Nicolas W.","Sotherton","NW","magid","2554417526","Sotherton, NW"
"1635","032-991-953-185-288","Habitat factors influencing the distribution of polyphagous predatory insects between field boundaries.","journal article",1992,"D. S.","Coombes","DS","magid","2636213833","Coombes, DS"
"1636","032-991-953-185-288","Habitat factors influencing the distribution of polyphagous predatory insects between field boundaries.","journal article",1992,"Stephen D.","Wratten","SD","magid","2083225834","Wratten, SD"
"1637","002-501-464-743-274","Habitat management using native flowering perennials to increase beneficial insects in Michigan highbush blueberry",NA,2009,"Nathaniel J.","Walton","NJ","magid","2114825854","Walton, NJ"
"1638","003-079-703-747-674","Habitat preference and mobility of Polia bombycina: are non-tailored agri-environment schemes any good for a rare and localised species?","journal article",2010,"Thomas","Merckx","T","magid","2130651987","Merckx, T"
"1639","003-079-703-747-674","Habitat preference and mobility of Polia bombycina: are non-tailored agri-environment schemes any good for a rare and localised species?","journal article",2010,"Ruth E.","Feber","RE","magid","2073542244","Feber, RE"
"1640","003-079-703-747-674","Habitat preference and mobility of Polia bombycina: are non-tailored agri-environment schemes any good for a rare and localised species?","journal article",2010,"Mark S.","Parsons","MS","magid","2277512234","Parsons, MS"
"1641","003-079-703-747-674","Habitat preference and mobility of Polia bombycina: are non-tailored agri-environment schemes any good for a rare and localised species?","journal article",2010,"Nigel A. D.","Bourn","NAD","magid","2433741934","Bourn, NAD"
"1642","003-079-703-747-674","Habitat preference and mobility of Polia bombycina: are non-tailored agri-environment schemes any good for a rare and localised species?","journal article",2010,"Nigel A.D.","Bourn","NA","orcid","0000-0003-1416-6047","Bourn, NA"
"1643","003-079-703-747-674","Habitat preference and mobility of Polia bombycina: are non-tailored agri-environment schemes any good for a rare and localised species?","journal article",2010,"Martin C.","Townsend","MC","magid","2069623150","Townsend, MC"
"1644","003-079-703-747-674","Habitat preference and mobility of Polia bombycina: are non-tailored agri-environment schemes any good for a rare and localised species?","journal article",2010,"Philip","Riordan","P","magid","2107551976","Riordan, P"
"1645","003-079-703-747-674","Habitat preference and mobility of Polia bombycina: are non-tailored agri-environment schemes any good for a rare and localised species?","journal article",2010,"David W.","Macdonald","DW","magid","2130829125","Macdonald, DW"
"1646","007-274-861-002-634","Habitat preferences and survival in wildlife reintroductions: an ecological trap in reintroduced grey partridges","journal article",2010,"Elina M.","Rantanen","EM","magid","2110778231","Rantanen, EM"
"1647","007-274-861-002-634","Habitat preferences and survival in wildlife reintroductions: an ecological trap in reintroduced grey partridges","journal article",2010,"Francis","Buner","F","magid","1988875835","Buner, F"
"1648","007-274-861-002-634","Habitat preferences and survival in wildlife reintroductions: an ecological trap in reintroduced grey partridges","journal article",2010,"Philip","Riordan","P","magid","2107551976","Riordan, P"
"1649","007-274-861-002-634","Habitat preferences and survival in wildlife reintroductions: an ecological trap in reintroduced grey partridges","journal article",2010,"Nick","Sotherton","N","magid","1759244106","Sotherton, N"
"1650","007-274-861-002-634","Habitat preferences and survival in wildlife reintroductions: an ecological trap in reintroduced grey partridges","journal article",2010,"David W.","Macdonald","DW","magid","2130829125","Macdonald, DW"
"1651","154-386-144-197-99X","Habitat quality of field margins in a Finnish farmland area for bumblebees (Hymenoptera: Bombus and Psithyrus)","journal article",2001,"Jan-Peter","Bäckman","J","magid","2096278634","Bäckman, J"
"1652","154-386-144-197-99X","Habitat quality of field margins in a Finnish farmland area for bumblebees (Hymenoptera: Bombus and Psithyrus)","journal article",2001,"Juha","Tiainen","J","magid","2073593501","Tiainen, J"
"1653","063-662-089-786-933","Habitat selection guiding agri-environment schemes for a farmland specialist, the brown hare","journal article",2012,"Silviu O.","Petrovan","SO","magid","2001380270","Petrovan, SO"
"1654","063-662-089-786-933","Habitat selection guiding agri-environment schemes for a farmland specialist, the brown hare","journal article",2012,"Alastair I.","Ward","AI","magid","2462074017","Ward, AI"
"1655","063-662-089-786-933","Habitat selection guiding agri-environment schemes for a farmland specialist, the brown hare","journal article",2012,"Philip","Wheeler","P","magid","2462155521","Wheeler, P"
"1656","018-963-315-264-63X","Habitat selection of the Eurasian woodcock in winter in relation to earthworms availability","journal article",2005,"Olivier","Duriez","O","magid","2225409237","Duriez, O"
"1657","018-963-315-264-63X","Habitat selection of the Eurasian woodcock in winter in relation to earthworms availability","journal article",2005,"Yves","Ferrand","Y","magid","1612104911","Ferrand, Y"
"1658","018-963-315-264-63X","Habitat selection of the Eurasian woodcock in winter in relation to earthworms availability","journal article",2005,"Françoise","Binet","F","magid","1990172710","Binet, F"
"1659","018-963-315-264-63X","Habitat selection of the Eurasian woodcock in winter in relation to earthworms availability","journal article",2005,"Eve","Corda","E","magid","2718685829","Corda, E"
"1660","018-963-315-264-63X","Habitat selection of the Eurasian woodcock in winter in relation to earthworms availability","journal article",2005,"François","Gossmann","F","magid","2038034438","Gossmann, F"
"1661","018-963-315-264-63X","Habitat selection of the Eurasian woodcock in winter in relation to earthworms availability","journal article",2005,"Hervé","Fritz","H","magid","2141814891","Fritz, H"
"1662","085-668-122-415-751","Habitat structure versus food abundance: the importance of sparse vegetation for the common redstart Phoenicurus phoenicurus","journal article",2009,"Nicolas","Martinez","N","magid","2659282400","Martinez, N"
"1663","085-668-122-415-751","Habitat structure versus food abundance: the importance of sparse vegetation for the common redstart Phoenicurus phoenicurus","journal article",2009,"Lukas","Jenni","L","magid","1925255427","Jenni, L"
"1664","085-668-122-415-751","Habitat structure versus food abundance: the importance of sparse vegetation for the common redstart Phoenicurus phoenicurus","journal article",2009,"Eric","Wyss","E","magid","2010841276","Wyss, E"
"1665","085-668-122-415-751","Habitat structure versus food abundance: the importance of sparse vegetation for the common redstart Phoenicurus phoenicurus","journal article",2009,"Niklaus","Zbinden","N","magid","2346809582","Zbinden, N"
"1666","096-775-470-267-946","Habitat use by partridges (perdix perdix and alectoris rufa) in an area of northern apennines, Italy","journal article",1991,"Alberto","Meriggi","A","magid","2199147478","Meriggi, A"
"1667","096-775-470-267-946","Habitat use by partridges (perdix perdix and alectoris rufa) in an area of northern apennines, Italy","journal article",1991,"Daniela","Montagna","D","magid","2069748863","Montagna, D"
"1668","096-775-470-267-946","Habitat use by partridges (perdix perdix and alectoris rufa) in an area of northern apennines, Italy","journal article",1991,"Donata","Zacchetti","D","magid","1847838322","Zacchetti, D"
"1669","061-250-585-006-488","Habitat use by the Partridge Perdix perdix During the Breeding Season in the Diversified Agricultural Landscape of Western Poland","journal article",2000,"Marek","Panek","M","magid","2460073752","Panek, M"
"1670","061-250-585-006-488","Habitat use by the Partridge Perdix perdix During the Breeding Season in the Diversified Agricultural Landscape of Western Poland","journal article",2000,"Robert","Kamieniarz","R","magid","1455153208","Kamieniarz, R"
"1671","035-051-432-999-701","Habitat use by wood mice (Apodemus sylvaticus) in a changeable arable landscape","journal article",2001,"Francoise H.","Tattersall","FH","magid","2311089936","Tattersall, FH"
"1672","035-051-432-999-701","Habitat use by wood mice (Apodemus sylvaticus) in a changeable arable landscape","journal article",2001,"David W.","Macdonald","DW","magid","2130829125","Macdonald, DW"
"1673","035-051-432-999-701","Habitat use by wood mice (Apodemus sylvaticus) in a changeable arable landscape","journal article",2001,"Barbara","Hart","B","magid","2127930564","Hart, B"
"1674","035-051-432-999-701","Habitat use by wood mice (Apodemus sylvaticus) in a changeable arable landscape","journal article",2001,"Will","Manley","W","magid","2148556703","Manley, W"
"1675","035-051-432-999-701","Habitat use by wood mice (Apodemus sylvaticus) in a changeable arable landscape","journal article",2001,"Ruth E.","Feber","RE","magid","2073542244","Feber, RE"
"1676","150-083-888-912-972","Habitat use of field voles (Microtus agrestis) in wide and narrow buffer zones","journal article",2007,"S.","Yletyinen","S","magid","2320647714","Yletyinen, S"
"1677","150-083-888-912-972","Habitat use of field voles (Microtus agrestis) in wide and narrow buffer zones","journal article",2007,"Kai","Norrdahl","K","magid","262203240","Norrdahl, K"
"1678","013-362-911-180-875","Hazel dormouse Muscardinus avellanarius (L.) nest site selection in hedgerows","journal article",2009,"Robert","Wolton","R","magid","2698126345","Wolton, R"
"1679","071-535-468-678-295","Hedgerow barriers and other reduced-risk controls for managing Oriental fruit moth, Grapholitha molesta (Busck) (Lepidoptera: Tortricidae) in apples","journal article",2007,"Carlos","Garcia-Salazar","C","magid","1916864875","Garcia-Salazar, C"
"1680","071-535-468-678-295","Hedgerow barriers and other reduced-risk controls for managing Oriental fruit moth, Grapholitha molesta (Busck) (Lepidoptera: Tortricidae) in apples","journal article",2007,"Larry J.","Gut","LJ","magid","2178462163","Gut, LJ"
"1681","071-535-468-678-295","Hedgerow barriers and other reduced-risk controls for managing Oriental fruit moth, Grapholitha molesta (Busck) (Lepidoptera: Tortricidae) in apples","journal article",2007,"Mark E.","Whalon","ME","magid","2271106119","Whalon, ME"
"1682","120-459-430-696-467","Hedgerow effects on the distribution of beneficial arthropods in a pear orchard in Southern France","journal article",2011,"Jean Francois","Debras","JF","magid","2105831606","Debras, JF"
"1683","120-459-430-696-467","Hedgerow effects on the distribution of beneficial arthropods in a pear orchard in Southern France","journal article",2011,"Rachid","Senoussi","R","magid","2280134996","Senoussi, R"
"1684","120-459-430-696-467","Hedgerow effects on the distribution of beneficial arthropods in a pear orchard in Southern France","journal article",2011,"Thierry","Dutoit","T","magid","410375806","Dutoit, T"
"1685","013-939-745-945-097","Hedgerow effects on the distribution of beneficial arthropods in a pear orchard in Southern France Effet des haies sur la distribution des arthropodes auxiliaires en verger de poiriers dans le sud de la France",NA,2011,"Rachid","Senoussi","R","magid","2280134996","Senoussi, R"
"1686","013-939-745-945-097","Hedgerow effects on the distribution of beneficial arthropods in a pear orchard in Southern France Effet des haies sur la distribution des arthropodes auxiliaires en verger de poiriers dans le sud de la France",NA,2011,"Thierry","Dutoit","T","magid","410375806","Dutoit, T"
"1687","120-256-806-131-465","Hedgerow impacts on soil-water transfer due to rainfall interception and root-water uptake","journal article",2008,"Gholamreza","Ghazavi","G","magid","1944737023","Ghazavi, G"
"1688","120-256-806-131-465","Hedgerow impacts on soil-water transfer due to rainfall interception and root-water uptake","journal article",2008,"Zahra","Thomas","Z","magid","2052881800","Thomas, Z"
"1689","120-256-806-131-465","Hedgerow impacts on soil-water transfer due to rainfall interception and root-water uptake","journal article",2008,"Y.","Hamon","Y","magid","3175278237","Hamon, Y"
"1690","120-256-806-131-465","Hedgerow impacts on soil-water transfer due to rainfall interception and root-water uptake","journal article",2008,"Jean-Claude","Marie","J","magid","2433337324","Marie, J"
"1691","120-256-806-131-465","Hedgerow impacts on soil-water transfer due to rainfall interception and root-water uptake","journal article",2008,"Michael S.","Corson","MS","magid","2205551443","Corson, MS"
"1692","120-256-806-131-465","Hedgerow impacts on soil-water transfer due to rainfall interception and root-water uptake","journal article",2008,"Philippe","Merot","P","magid","1989141265","Merot, P"
"1693","068-669-359-350-27X","Hedgerow management for the conservation of partridges Perdix perdix and Alectoris rufa","journal article",1987,"M. R. W.","Rands","MRW","magid","2717609878","Rands, MRW"
"1694","034-128-766-936-678","Hedgerow rejuvenation management affects invertebrate communities through changes to habitat structure","journal article",2015,"Sam R.","Amy","SR","magid","1963809129","Amy, SR"
"1695","034-128-766-936-678","Hedgerow rejuvenation management affects invertebrate communities through changes to habitat structure","journal article",2015,"Matthew S.","Heard","MS","magid","2135179311","Heard, MS"
"1696","034-128-766-936-678","Hedgerow rejuvenation management affects invertebrate communities through changes to habitat structure","journal article",2015,"Susan E.","Hartley","SE","magid","2461163079","Hartley, SE"
"1697","034-128-766-936-678","Hedgerow rejuvenation management affects invertebrate communities through changes to habitat structure","journal article",2015,"Charles","George","C","magid","2113555650","George, C"
"1698","034-128-766-936-678","Hedgerow rejuvenation management affects invertebrate communities through changes to habitat structure","journal article",2015,"Richard F.","Pywell","RF","magid","2047440332","Pywell, RF"
"1699","034-128-766-936-678","Hedgerow rejuvenation management affects invertebrate communities through changes to habitat structure","journal article",2015,"Joanna T.","Staley","JT","magid","2145770448","Staley, JT"
"1700","022-438-869-235-426","Hedgerow trees and extended‐width field margins enhance macro‐moth diversity: implications for management","journal article",2012,"Thomas","Merckx","T","magid","2130651987","Merckx, T"
"1701","022-438-869-235-426","Hedgerow trees and extended‐width field margins enhance macro‐moth diversity: implications for management","journal article",2012,"Lorenzo","Marini","L","magid","2099616321","Marini, L"
"1702","022-438-869-235-426","Hedgerow trees and extended‐width field margins enhance macro‐moth diversity: implications for management","journal article",2012,"Ruth E.","Feber","RE","magid","2073542244","Feber, RE"
"1703","022-438-869-235-426","Hedgerow trees and extended‐width field margins enhance macro‐moth diversity: implications for management","journal article",2012,"David W.","Macdonald","DW","magid","2130829125","Macdonald, DW"
"1704","047-949-455-932-004","Hedgerows and Their Role in Agricultural Landscapes","journal article",1996,"Francoise","Burel","F","magid","2277833683","Burel, F"
"1705","039-524-631-746-697","Hedgerows as corridors for woodland plants: a test on the Po Plain, northern Italy","journal article",2006,"Tommaso","Sitzia","T","magid","2006163314","Sitzia, T"
"1706","051-197-969-663-775","Hedgerows as habitat corridors for forest herbs in central New York, USA.","journal article",1999,"Margaret","Corbit","M","magid","110348321","Corbit, M"
"1707","051-197-969-663-775","Hedgerows as habitat corridors for forest herbs in central New York, USA.","journal article",1999,"P. L.","Marks","PL","magid","2145498099","Marks, PL"
"1708","051-197-969-663-775","Hedgerows as habitat corridors for forest herbs in central New York, USA.","journal article",1999,"Sana","Gardescu","S","magid","1318810852","Gardescu, S"
"1709","124-323-481-059-161","Hedgerows diminish the value of meadows for grassland birds: Potential conflicts for agri-environment schemes","journal article",2014,"Aurélien G.","Besnard","AG","magid","2761346968","Besnard, AG"
"1710","124-323-481-059-161","Hedgerows diminish the value of meadows for grassland birds: Potential conflicts for agri-environment schemes","journal article",2014,"Jean","Secondi","J","magid","2093824135","Secondi, J"
"1711","055-911-047-425-210","Hedges as potential sources of Typhlodromus pyri, the most important predatory mite in vineyards of Northern Switzerland","journal article",1988,"E. F.","Boller","EF","magid","2650374990","Boller, EF"
"1712","055-911-047-425-210","Hedges as potential sources of Typhlodromus pyri, the most important predatory mite in vineyards of Northern Switzerland","journal article",1988,"U.","Remund","U","magid","2644099674","Remund, U"
"1713","055-911-047-425-210","Hedges as potential sources of Typhlodromus pyri, the most important predatory mite in vineyards of Northern Switzerland","journal article",1988,"M. P.","Candolfi","MP","magid","2647289239","Candolfi, MP"
"1714","103-286-115-762-912","Herbicide Retention by Vegetative Buffer Strips from Runoff under Natural Rainfall","journal article",1996,"Kapil","Arora","K","magid","2250051204","Arora, K"
"1715","103-286-115-762-912","Herbicide Retention by Vegetative Buffer Strips from Runoff under Natural Rainfall","journal article",1996,"Steven K.","Mickelson","SK","magid","2237420037","Mickelson, SK"
"1716","103-286-115-762-912","Herbicide Retention by Vegetative Buffer Strips from Runoff under Natural Rainfall","journal article",1996,"James L.","Baker","JL","magid","2134117220","Baker, JL"
"1717","103-286-115-762-912","Herbicide Retention by Vegetative Buffer Strips from Runoff under Natural Rainfall","journal article",1996,"Dennis P.","Tierney","DP","magid","2074586124","Tierney, DP"
"1718","103-286-115-762-912","Herbicide Retention by Vegetative Buffer Strips from Runoff under Natural Rainfall","journal article",1996,"C. J.","Peters","CJ","magid","2439434590","Peters, CJ"
"1719","052-589-530-283-548","Herbicide losses in runoff events from a field with a low slope: Role of a vegetative filter strip","journal article",2005,"M.","Vianello","M","magid","2173381263","Vianello, M"
"1720","052-589-530-283-548","Herbicide losses in runoff events from a field with a low slope: Role of a vegetative filter strip","journal article",2005,"Costantino","Vischetti","C","magid","1309227108","Vischetti, C"
"1721","052-589-530-283-548","Herbicide losses in runoff events from a field with a low slope: Role of a vegetative filter strip","journal article",2005,"Luciano","Scarponi","L","magid","2463327087","Scarponi, L"
"1722","052-589-530-283-548","Herbicide losses in runoff events from a field with a low slope: Role of a vegetative filter strip","journal article",2005,"Giuseppe","Zanin","G","magid","2088999362","Zanin, G"
"1723","078-927-735-353-813","Herbicide transport by surface runoff and herbicide retention in a filter strip — Rainfall and runoff simulation studies","journal article",1997,"H.","Klöppel","H","magid","2941626043","Klöppel, H"
"1724","078-927-735-353-813","Herbicide transport by surface runoff and herbicide retention in a filter strip — Rainfall and runoff simulation studies","journal article",1997,"W.","Kördel","W","magid","2940872185","Kördel, W"
"1725","078-927-735-353-813","Herbicide transport by surface runoff and herbicide retention in a filter strip — Rainfall and runoff simulation studies","journal article",1997,"B.","Stein","B","magid","2577896167","Stein, B"
"1726","080-215-147-088-095","Herbicides runoff in vegetative filter strips: evaluation and validation of a recent rainfall return period model","journal article",2013,"Alessandra","Cardinali","A","magid","2038693096","Cardinali, A"
"1727","080-215-147-088-095","Herbicides runoff in vegetative filter strips: evaluation and validation of a recent rainfall return period model","journal article",2013,"Stefan","Otto","S","magid","2484470641","Otto, S"
"1728","080-215-147-088-095","Herbicides runoff in vegetative filter strips: evaluation and validation of a recent rainfall return period model","journal article",2013,"Giuseppe","Zanin","G","magid","2088999362","Zanin, G"
"1729","113-365-099-387-283","Hibernation of predatory arthropods in semi-natural habitats","journal article",2008,"Flavia","Geiger","F","magid","2116979352","Geiger, F"
