"","data.lens_id","data.title","data.publication_type","data.year_published","first_name","last_name","initials","name","grid_id","country_code"
"1575","047-800-573-929-302","Importance of riparian habitats for small mammal and herpetofaunal communities in agricultural landscapes of southern Québec","journal article",2001,"Stéphanie","Rioux","S","Société de la Faune et des Parcs du Québec, Direction régionale du Bas Saint-Laurent, 506 Lafontaine, PO Box 445, Rivière-du-Loup, Québec, Que., Canada G5R 3C4",NA,"CA"
"1576","114-537-516-364-782","Importance of riparian habitats to flora conservation in farming landscapes of southern Québec, Canada","journal article",2003,"Céline","Boutin","C","Canadian Wildlife Service",NA,"CA"
"1577","114-537-516-364-782","Importance of riparian habitats to flora conservation in farming landscapes of southern Québec, Canada","journal article",2003,"Benoît","Jobin","B","Canadian Wildlife Service",NA,"CA"
"1578","114-537-516-364-782","Importance of riparian habitats to flora conservation in farming landscapes of southern Québec, Canada","journal article",2003,"Luc","Bélanger","L","Canadian Wildlife Service",NA,"CA"
"1579","032-673-637-913-382","Importance of various habitats in agricultural landscape related to integrated pest management: A preliminary study","journal article",1993,"J.","Kiss","J","University of Agricultural Sciences, Dharwad","grid.464716.6","IN"
"1580","032-673-637-913-382","Importance of various habitats in agricultural landscape related to integrated pest management: A preliminary study","journal article",1993,"F.","Kadar","F","Hungarian Academy of Sciences","grid.5018.c","HU"
"1581","032-673-637-913-382","Importance of various habitats in agricultural landscape related to integrated pest management: A preliminary study","journal article",1993,"E.","Kozma","E","University of Agricultural Sciences, Dharwad","grid.464716.6","IN"
"1582","032-673-637-913-382","Importance of various habitats in agricultural landscape related to integrated pest management: A preliminary study","journal article",1993,"I.","Toth","I","University of Agricultural Sciences, Dharwad","grid.464716.6","IN"
"1583","009-196-964-211-246","Improved field margins highly increase slug activity in Switzerland","journal article",2012,"L.","Eggenschwiler","L","Christoph Merian Foundation",NA,NA
"1584","009-196-964-211-246","Improved field margins highly increase slug activity in Switzerland","journal article",2012,"Bernhard","Speiser","B","Research Institute of Organic Agriculture","grid.493141.a","BE"
"1585","009-196-964-211-246","Improved field margins highly increase slug activity in Switzerland","journal article",2012,"Andreas","Bosshard","A","University of Zurich","grid.7400.3","CH"
"1586","009-196-964-211-246","Improved field margins highly increase slug activity in Switzerland","journal article",2012,"Katja","Jacot","K","Agroscope Reckenholz-Tänikon Research Station ART",NA,NA
"1587","059-659-793-850-220","Improving natural pest suppression in arable farming: field margins and the importance of ground dwelling predators",NA,2006,"F.A.N.","van Alebeek","FAN","Wageningen University and Research Centre","grid.4818.5","NL"
"1588","124-683-928-410-819","Improving the Effectiveness of Riparian Management for Aquatic Invertebrates in a Degraded Agricultural Landscape: Stream Size and Land-Use Legacies","journal article",2011,"Michelle J.","Greenwood","MJ","University of Canterbury","grid.21006.35","NZ"
"1589","124-683-928-410-819","Improving the Effectiveness of Riparian Management for Aquatic Invertebrates in a Degraded Agricultural Landscape: Stream Size and Land-Use Legacies","journal article",2011,"Michelle J.","Greenwood","MJ","National Institute of Water and Atmospheric Research","grid.419676.b","NZ"
"1590","124-683-928-410-819","Improving the Effectiveness of Riparian Management for Aquatic Invertebrates in a Degraded Agricultural Landscape: Stream Size and Land-Use Legacies","journal article",2011,"Jon S.","Harding","JS","University of Canterbury","grid.21006.35","NZ"
"1591","124-683-928-410-819","Improving the Effectiveness of Riparian Management for Aquatic Invertebrates in a Degraded Agricultural Landscape: Stream Size and Land-Use Legacies","journal article",2011,"Dev K.","Niyogi","DK","Missouri University of Science and Technology","grid.260128.f","US"
"1592","124-683-928-410-819","Improving the Effectiveness of Riparian Management for Aquatic Invertebrates in a Degraded Agricultural Landscape: Stream Size and Land-Use Legacies","journal article",2011,"Angus R.","McIntosh","AR","University of Canterbury","grid.21006.35","NZ"
"1593","088-898-421-491-458","Improving the biodiversity benefits of hedgerows: How physical characteristics and the proximity of foraging habitat affect the use of linear features by bats","journal article",2011,"Katherine L.","Boughey","KL","University of East Anglia","grid.8273.e","GB"
"1594","088-898-421-491-458","Improving the biodiversity benefits of hedgerows: How physical characteristics and the proximity of foraging habitat affect the use of linear features by bats","journal article",2011,"Iain R.","Lake","IR","University of East Anglia","grid.8273.e","GB"
"1595","088-898-421-491-458","Improving the biodiversity benefits of hedgerows: How physical characteristics and the proximity of foraging habitat affect the use of linear features by bats","journal article",2011,"Karen A.","Haysom","KA","Bat Conservation Trust","grid.473889.9","GB"
"1596","088-898-421-491-458","Improving the biodiversity benefits of hedgerows: How physical characteristics and the proximity of foraging habitat affect the use of linear features by bats","journal article",2011,"Paul M.","Dolman","PM","University of East Anglia","grid.8273.e","GB"
"1597","080-086-175-670-914","Improving the farmland biodiversity value of riparian buffer strips: conflicts and compromises.","journal article",2012,"David I.","McCracken","DI","Land Economy and Environment Research GroupScottish Agricultural College, AuchincruiveAyrKA6 5HWUK",NA,"GB"
"1598","080-086-175-670-914","Improving the farmland biodiversity value of riparian buffer strips: conflicts and compromises.","journal article",2012,"Lorna J.","Cole","LJ","Land Economy and Environment Research GroupScottish Agricultural College, AuchincruiveAyrKA6 5HWUK",NA,"GB"
"1599","080-086-175-670-914","Improving the farmland biodiversity value of riparian buffer strips: conflicts and compromises.","journal article",2012,"W","Harrison","W","Land Economy and Environment Research GroupScottish Agricultural College, AuchincruiveAyrKA6 5HWUK",NA,"GB"
"1600","080-086-175-670-914","Improving the farmland biodiversity value of riparian buffer strips: conflicts and compromises.","journal article",2012,"Duncan","Robertson","D","Land Economy and Environment Research GroupScottish Agricultural College, AuchincruiveAyrKA6 5HWUK",NA,"GB"
"1601","043-009-269-441-396","Improving the value of field margins as foraging habitat for farmland birds","journal article",2009,"David J. T.","Douglas","DJT","University of Leeds","grid.9909.9","GB"
"1602","043-009-269-441-396","Improving the value of field margins as foraging habitat for farmland birds","journal article",2009,"Juliet A.","Vickery","JA","BTO, The Nunnery, Thetford, Norfolk IP24 2PU, UK",NA,"GB"
"1603","043-009-269-441-396","Improving the value of field margins as foraging habitat for farmland birds","journal article",2009,"Tim G.","Benton","TG","University of Leeds","grid.9909.9","GB"
"1604","064-893-774-544-494","Increase in activity density and species number of carabid beetles in cereals as a result of strip‐management","journal article",1994,"Jon-Andri","Lys","J","Zoological Institute, Balzerstr. 3, 3012 Bern, Switzerland",NA,"CH"
"1605","064-893-774-544-494","Increase in activity density and species number of carabid beetles in cereals as a result of strip‐management","journal article",1994,"Manfred","Zimmermann","M","Zoological Institute, Balzerstr. 3, 3012 Bern, Switzerland",NA,"CH"
"1606","064-893-774-544-494","Increase in activity density and species number of carabid beetles in cereals as a result of strip‐management","journal article",1994,"Wolfgang","Nentwig","W","Zoological Institute, Balzerstr. 3, 3012 Bern, Switzerland",NA,"CH"
"1607","113-225-847-396-026","Increasing syrphid fly diversity and density in sown flower strips within simple vs. complex landscapes","journal article",2009,"Sebastian","Haenke","S","University of Göttingen","grid.7450.6","DE"
"1608","113-225-847-396-026","Increasing syrphid fly diversity and density in sown flower strips within simple vs. complex landscapes","journal article",2009,"Barbara E.","Scheid","BE","University of Göttingen","grid.7450.6","DE"
"1609","113-225-847-396-026","Increasing syrphid fly diversity and density in sown flower strips within simple vs. complex landscapes","journal article",2009,"Matthias","Schaefer","M","University of Göttingen","grid.7450.6","DE"
"1610","113-225-847-396-026","Increasing syrphid fly diversity and density in sown flower strips within simple vs. complex landscapes","journal article",2009,"Teja","Tscharntke","T","University of Göttingen","grid.7450.6","DE"
"1611","113-225-847-396-026","Increasing syrphid fly diversity and density in sown flower strips within simple vs. complex landscapes","journal article",2009,"Carsten","Thies","C","University of Göttingen","grid.7450.6","DE"
"1612","149-431-649-896-445","Increasing the availability of food and the reproduction of Poecilus cupreus in a cereal field by strip‐management","journal article",1994,"Adrian","Zangger","A","University of Bern","grid.5734.5","CH"
"1613","149-431-649-896-445","Increasing the availability of food and the reproduction of Poecilus cupreus in a cereal field by strip‐management","journal article",1994,"Jon-Andri","Lys","J","University of Bern","grid.5734.5","CH"
"1614","149-431-649-896-445","Increasing the availability of food and the reproduction of Poecilus cupreus in a cereal field by strip‐management","journal article",1994,"Wolfgang","Nentwig","W","University of Bern","grid.5734.5","CH"
"1615","169-707-009-361-549","Induced effects of hedgerow networks on soil organic carbon storage within an agricultural landscape","journal article",2007,"Stéphane","Follain","S","École nationale supérieure agronomique de Rennes",NA,"FR"
"1616","169-707-009-361-549","Induced effects of hedgerow networks on soil organic carbon storage within an agricultural landscape","journal article",2007,"Christian","Walter","C","École nationale supérieure agronomique de Rennes",NA,"FR"
"1617","169-707-009-361-549","Induced effects of hedgerow networks on soil organic carbon storage within an agricultural landscape","journal article",2007,"Arnaud","Legout","A","Institut national de la recherche agronomique","grid.414548.8","FR"
"1618","169-707-009-361-549","Induced effects of hedgerow networks on soil organic carbon storage within an agricultural landscape","journal article",2007,"Blandine","Lemercier","B","École nationale supérieure agronomique de Rennes",NA,"FR"
"1619","169-707-009-361-549","Induced effects of hedgerow networks on soil organic carbon storage within an agricultural landscape","journal article",2007,"Gilles","Dutin","G","École nationale supérieure agronomique de Rennes",NA,"FR"
"1620","020-385-877-338-899","Infestation of European corn borer, Ostrinia nubilalis, in Midwestern USA fields with herbaceous borders","journal article",2007,"W. Terrell","Stamps","WT","University of Missouri","grid.134936.a","US"
"1621","020-385-877-338-899","Infestation of European corn borer, Ostrinia nubilalis, in Midwestern USA fields with herbaceous borders","journal article",2007,"Thomas V.","Dailey","TV","Missouri Department of Conservation","grid.484481.5","US"
"1622","020-385-877-338-899","Infestation of European corn borer, Ostrinia nubilalis, in Midwestern USA fields with herbaceous borders","journal article",2007,"Ned M.","Gruenhagen","NM","United States Department of the Interior","grid.239134.e","US"
"1623","027-565-001-142-771","Infiltration in a Coland clay loam under a six-year old multi-species riparian buffer strip, cultivated row crops and continuously grazed pasture","dissertation",NA,"Luna","Bharati","L","Iowa State University","grid.34421.30","US"
"1624","099-315-116-844-677","Influence of Landscape Composition on Northern Bobwhite Population Response to Field Border Establishment","journal article",2013,"Shannon A.","Bowling","SA","North Carolina State University","grid.40803.3f","US"
"1625","099-315-116-844-677","Influence of Landscape Composition on Northern Bobwhite Population Response to Field Border Establishment","journal article",2013,"Christopher E.","Moorman","CE","North Carolina State University","grid.40803.3f","US"
"1626","099-315-116-844-677","Influence of Landscape Composition on Northern Bobwhite Population Response to Field Border Establishment","journal article",2013,"Christopher S.","DePerno","CS","North Carolina State University","grid.40803.3f","US"
"1627","099-315-116-844-677","Influence of Landscape Composition on Northern Bobwhite Population Response to Field Border Establishment","journal article",2013,"Beth","Gardner","B","North Carolina State University","grid.40803.3f","US"
"1628","098-821-253-045-21X","Influence of Noncrop Habitats on the Distribution of Eriborus terebrans (Hymenoptera: Ichneumonidae) in Cornfields","journal article",1997,"Lawrence E.","Dyer","LE","Michigan State University","grid.17088.36","US"
"1629","098-821-253-045-21X","Influence of Noncrop Habitats on the Distribution of Eriborus terebrans (Hymenoptera: Ichneumonidae) in Cornfields","journal article",1997,"Douglas A.","Landis","DA","Michigan State University","grid.17088.36","US"
"1630","082-091-227-062-603","Influence of Refuge Habitats and Cover Crops on Seasonal Activity-Density of Ground Beetles (Coleoptera: Carabidae) in Field Crops","journal article",1999,"Dora Mabel","Carmona","DM","International Trademark Association",NA,NA
"1631","082-091-227-062-603","Influence of Refuge Habitats and Cover Crops on Seasonal Activity-Density of Ground Beetles (Coleoptera: Carabidae) in Field Crops","journal article",1999,"Douglas A.","Landis","DA","Michigan State University","grid.17088.36","US"
"1632","039-717-634-771-012","Influence of a hedge surrounding bottomland on seasonal soil‐water movement","journal article",2003,"Virginie","Caubel","V","Institut national de la recherche agronomique","grid.414548.8","FR"
"1633","039-717-634-771-012","Influence of a hedge surrounding bottomland on seasonal soil‐water movement","journal article",2003,"Catherine","Grimaldi","C","Institut national de la recherche agronomique","grid.414548.8","FR"
"1634","039-717-634-771-012","Influence of a hedge surrounding bottomland on seasonal soil‐water movement","journal article",2003,"Philippe","Merot","P","Institut national de la recherche agronomique","grid.414548.8","FR"
"1635","039-717-634-771-012","Influence of a hedge surrounding bottomland on seasonal soil‐water movement","journal article",2003,"Philippe","Merot","P","Entertainments National Service Association",NA,NA
"1636","039-717-634-771-012","Influence of a hedge surrounding bottomland on seasonal soil‐water movement","journal article",2003,"Michel","Grimaldi","M","Institut national de la recherche agronomique","grid.414548.8","FR"
"1637","048-380-117-228-260","Influence of agri-environment scheme options on territory settlement by Yellowhammer (Emberiza citronella) and Corn Bunting (Emberiza calandra)","journal article",2015,"Malcolm D.","Burgess","MD","Royal Society for the Protection of Birds","grid.421630.2","GB"
"1638","048-380-117-228-260","Influence of agri-environment scheme options on territory settlement by Yellowhammer (Emberiza citronella) and Corn Bunting (Emberiza calandra)","journal article",2015,"Jenny A.","Bright","JA","Royal Society for the Protection of Birds","grid.421630.2","GB"
"1639","048-380-117-228-260","Influence of agri-environment scheme options on territory settlement by Yellowhammer (Emberiza citronella) and Corn Bunting (Emberiza calandra)","journal article",2015,"Antony J.","Morris","AJ","Royal Society for the Protection of Birds","grid.421630.2","GB"
"1640","048-380-117-228-260","Influence of agri-environment scheme options on territory settlement by Yellowhammer (Emberiza citronella) and Corn Bunting (Emberiza calandra)","journal article",2015,"Rob H.","Field","RH","Royal Society for the Protection of Birds","grid.421630.2","GB"
"1641","048-380-117-228-260","Influence of agri-environment scheme options on territory settlement by Yellowhammer (Emberiza citronella) and Corn Bunting (Emberiza calandra)","journal article",2015,"Philip V.","Grice","PV","Natural England","grid.238406.b","GB"
"1642","048-380-117-228-260","Influence of agri-environment scheme options on territory settlement by Yellowhammer (Emberiza citronella) and Corn Bunting (Emberiza calandra)","journal article",2015,"Andrew I.","Cooke","AI","Natural England","grid.238406.b","GB"
"1643","048-380-117-228-260","Influence of agri-environment scheme options on territory settlement by Yellowhammer (Emberiza citronella) and Corn Bunting (Emberiza calandra)","journal article",2015,"Will J.","Peach","WJ","Royal Society for the Protection of Birds","grid.421630.2","GB"
"1644","111-528-391-156-029","Influence of beetle banks on cereal aphid predation in winter wheat","journal article",2001,"K.L.","Collins","KL","Harper Adams University","grid.417899.a","GB"
"1645","111-528-391-156-029","Influence of beetle banks on cereal aphid predation in winter wheat","journal article",2001,"Nigel","Boatman","N","The Allerton Research and Educational Trust, Loddington, Leicestershire LE7 9XE, UK",NA,"GB"
"1646","111-528-391-156-029","Influence of beetle banks on cereal aphid predation in winter wheat","journal article",2001,"Andrew","Wilcox","A","Harper Adams University","grid.417899.a","GB"
"1647","111-528-391-156-029","Influence of beetle banks on cereal aphid predation in winter wheat","journal article",2001,"John M.","Holland","JM","The Game Conservancy Trust, Fordingbridge SP6 1EF, UK",NA,"GB"
"1648","111-528-391-156-029","Influence of beetle banks on cereal aphid predation in winter wheat","journal article",2001,"Keith","Chaney","K","Harper Adams University","grid.417899.a","GB"
"1649","137-972-679-760-190","Influence of edge effects on common vole population abundance in an agricultural landscape of eastern France.","journal article",2009,"Pierre","Delattre","P","Institut national de la recherche agronomique","grid.414548.8","FR"
"1650","137-972-679-760-190","Influence of edge effects on common vole population abundance in an agricultural landscape of eastern France.","journal article",2009,"Nicolas","Morellet","N","Institut national de la recherche agronomique","grid.414548.8","FR"
"1651","137-972-679-760-190","Influence of edge effects on common vole population abundance in an agricultural landscape of eastern France.","journal article",2009,"Peggy","Codreanu","P","Institut national de la recherche agronomique","grid.414548.8","FR"
"1652","137-972-679-760-190","Influence of edge effects on common vole population abundance in an agricultural landscape of eastern France.","journal article",2009,"Sandrine","Miot","S","Service de Protection des Végétaux de Lorraine, Nancy, ",NA,"FR"
"1653","137-972-679-760-190","Influence of edge effects on common vole population abundance in an agricultural landscape of eastern France.","journal article",2009,"Jean Pierre","Quéré","JP","Institut national de la recherche agronomique","grid.414548.8","FR"
"1654","137-972-679-760-190","Influence of edge effects on common vole population abundance in an agricultural landscape of eastern France.","journal article",2009,"Florent","Sennedot","F","Institut national de la recherche agronomique","grid.414548.8","FR"
"1655","137-972-679-760-190","Influence of edge effects on common vole population abundance in an agricultural landscape of eastern France.","journal article",2009,"Jacques","Baudry","J","Institut national de la recherche agronomique","grid.414548.8","FR"
"1656","015-523-044-900-295","Influence of field margin type on weed species richness and abundance in conventional crop fields","journal article",2010,"S. C.","Reberg-Horton","SC","North Carolina State University","grid.40803.3f","US"
"1657","015-523-044-900-295","Influence of field margin type on weed species richness and abundance in conventional crop fields","journal article",2010,"J. P.","Mueller","JP","North Carolina State University","grid.40803.3f","US"
"1658","015-523-044-900-295","Influence of field margin type on weed species richness and abundance in conventional crop fields","journal article",2010,"S. J.","Mellage","SJ","North Carolina State University","grid.40803.3f","US"
"1659","015-523-044-900-295","Influence of field margin type on weed species richness and abundance in conventional crop fields","journal article",2010,"Nancy G.","Creamer","NG","North Carolina State University","grid.40803.3f","US"
"1660","015-523-044-900-295","Influence of field margin type on weed species richness and abundance in conventional crop fields","journal article",2010,"Cavell","Brownie","C","North Carolina State University","grid.40803.3f","US"
"1661","015-523-044-900-295","Influence of field margin type on weed species richness and abundance in conventional crop fields","journal article",2010,"M.","Bell","M","North Carolina State University","grid.40803.3f","US"
"1662","015-523-044-900-295","Influence of field margin type on weed species richness and abundance in conventional crop fields","journal article",2010,"Michael G.","Burton","MG","North Carolina State University","grid.40803.3f","US"
"1663","133-252-955-828-163","Influence of field margins and landscape context on ground beetle diversity in Wisconsin (USA) potato fields","journal article",2008,"Ben P.","Werling","BP","University of Wisconsin-Madison","grid.14003.36","US"
"1664","133-252-955-828-163","Influence of field margins and landscape context on ground beetle diversity in Wisconsin (USA) potato fields","journal article",2008,"Claudio","Gratton","C","University of Wisconsin-Madison","grid.14003.36","US"
"1665","072-441-462-797-567","Influence of habitat type and surrounding landscape on spider diversity in Swedish agroecosystems","journal article",2007,"Sandra","Öberg","S","Swedish University of Agricultural Sciences","grid.6341.0","SE"
"1666","072-441-462-797-567","Influence of habitat type and surrounding landscape on spider diversity in Swedish agroecosystems","journal article",2007,"Barbara","Ekbom","B","Swedish University of Agricultural Sciences","grid.6341.0","SE"
"1667","072-441-462-797-567","Influence of habitat type and surrounding landscape on spider diversity in Swedish agroecosystems","journal article",2007,"Riccardo","Bommarco","R","Swedish University of Agricultural Sciences","grid.6341.0","SE"
"1668","004-370-090-982-806","Influence of hedgerow and grassy field borders on ground beetle (Coleoptera: Carabidae) activity in fields of corn","journal article",2001,"Jennifer M","Varchola","JM","Grand Valley State University","grid.256549.9","US"
"1669","004-370-090-982-806","Influence of hedgerow and grassy field borders on ground beetle (Coleoptera: Carabidae) activity in fields of corn","journal article",2001,"James P","Dunn","JP","Grand Valley State University","grid.256549.9","US"
"1670","024-116-634-293-534","Influence of herbaceous riparian buffers on physical habitat, water chemistry, and stream communities within channelized agricultural headwater streams","journal article",2011,"Peter C.","Smiley","PC","Agricultural Research Service","grid.463419.d","US"
"1671","024-116-634-293-534","Influence of herbaceous riparian buffers on physical habitat, water chemistry, and stream communities within channelized agricultural headwater streams","journal article",2011,"Kevin W.","King","KW","Agricultural Research Service","grid.463419.d","US"
"1672","024-116-634-293-534","Influence of herbaceous riparian buffers on physical habitat, water chemistry, and stream communities within channelized agricultural headwater streams","journal article",2011,"Norman R.","Fausey","NR","Agricultural Research Service","grid.463419.d","US"
"1673","086-063-765-305-77X","Influence of landscape and land-use on the distribution of breeding birds in farmland in eastern England","journal article",2000,"C. F.","Mason","CF","University of Essex","grid.8356.8","GB"
"1674","086-063-765-305-77X","Influence of landscape and land-use on the distribution of breeding birds in farmland in eastern England","journal article",2000,"S. M.","Macdonald","SM","University of Essex","grid.8356.8","GB"
"1675","133-226-105-390-194","Influence of management regimes of adjacent land uses on the woody plant richness of hedgerows in Spanish cultural landscapes","journal article",2007,"María F.","Schmitz","MF","Complutense University of Madrid","grid.4795.f","ES"
"1676","133-226-105-390-194","Influence of management regimes of adjacent land uses on the woody plant richness of hedgerows in Spanish cultural landscapes","journal article",2007,"Iván A.","Sánchez","IA","University of Castilla–La Mancha",NA,"ES"
"1677","133-226-105-390-194","Influence of management regimes of adjacent land uses on the woody plant richness of hedgerows in Spanish cultural landscapes","journal article",2007,"I.","de Aranzabal","I","Complutense University of Madrid","grid.4795.f","ES"
"1678","037-072-896-049-400","Influence of native flowering plant strips on natural enemies and herbivores in adjacent blueberry fields.","journal article",2011,"Nathaniel J.","Walton","NJ","Michigan State University","grid.17088.36","US"
"1679","037-072-896-049-400","Influence of native flowering plant strips on natural enemies and herbivores in adjacent blueberry fields.","journal article",2011,"Rufus","Isaacs","R","Michigan State University","grid.17088.36","US"
"1680","006-374-089-774-656","Influence of riparian buffer management strategies on soil properties",NA,2013,"Amanda","Gumbert","A","University of Kentucky","grid.266539.d","US"
"1681","041-265-324-990-41X","Influence of weedy field margins on abundance patterns of the predatory bugs Orius spp. and their prey, the western flower thrips (Frankliniella occidentalis), on faba bean.","journal article",2010,"Ekrem","Atakan","E","Çukurova University","grid.98622.37","TR"
"1682","059-119-578-539-15X","Influence of windbreaks and forest borders on abundance and species richness of native pollinators in lowbush blueberry fields in Québec, Canada","journal article",2014,"Joseph","Moisan-DeSerres","J","Laval University","grid.23856.3a","CA"
"1683","059-119-578-539-15X","Influence of windbreaks and forest borders on abundance and species richness of native pollinators in lowbush blueberry fields in Québec, Canada","journal article",2014,"Madeleine","Chagnon","M","Université du Québec à Montréal",NA,"CA"
"1684","059-119-578-539-15X","Influence of windbreaks and forest borders on abundance and species richness of native pollinators in lowbush blueberry fields in Québec, Canada","journal article",2014,"Valérie","Fournier","V","Laval University","grid.23856.3a","CA"
"1685","014-420-425-932-76X","Influence of within-field position and adjoining habitat on carabid beetle assemblages in winter wheat.","journal article",2010,"M.","Anjum‐Zubair","M","Life Sciences Institute",NA,NA
"1686","014-420-425-932-76X","Influence of within-field position and adjoining habitat on carabid beetle assemblages in winter wheat.","journal article",2010,"Martin H.","Schmidt-Entling","MH","University of Bern","grid.5734.5","CH"
"1687","014-420-425-932-76X","Influence of within-field position and adjoining habitat on carabid beetle assemblages in winter wheat.","journal article",2010,"Pascal","Querner","P","Life Sciences Institute",NA,NA
"1688","014-420-425-932-76X","Influence of within-field position and adjoining habitat on carabid beetle assemblages in winter wheat.","journal article",2010,"Thomas","Frank","T","Life Sciences Institute",NA,NA
"1689","093-299-471-148-654","Inorganic nitrogen losses from irrigated maize fields with narrow buffer strips","journal article",2015,"Osvaldo","Salazar","O","University of Chile","grid.443909.3","CL"
"1690","093-299-471-148-654","Inorganic nitrogen losses from irrigated maize fields with narrow buffer strips","journal article",2015,"Claudia","Rojas","C","University of Chile","grid.443909.3","CL"
"1691","093-299-471-148-654","Inorganic nitrogen losses from irrigated maize fields with narrow buffer strips","journal article",2015,"Fernando","Avendaño","F","University of Chile","grid.443909.3","CL"
"1692","093-299-471-148-654","Inorganic nitrogen losses from irrigated maize fields with narrow buffer strips","journal article",2015,"Piero","Realini","P","University of Chile","grid.443909.3","CL"
"1693","093-299-471-148-654","Inorganic nitrogen losses from irrigated maize fields with narrow buffer strips","journal article",2015,"Francisco","Nájera","F","University of Chile","grid.443909.3","CL"
"1694","093-299-471-148-654","Inorganic nitrogen losses from irrigated maize fields with narrow buffer strips","journal article",2015,"Yasna","Tapia","Y","University of Chile","grid.443909.3","CL"
"1695","066-173-478-189-114","Insecticide drift and its effect on Kampimodromus aberrans (Oudemans) in an Italian vineyard-hedgerow system","journal article",2013,"S.","Otto","S","Institute of Agro-environmental and Forest Biology – CNR, Agripolis, Viale dell'Università 16, 35020 Legnaro, PD, Italy",NA,"IT"
"1696","066-173-478-189-114","Insecticide drift and its effect on Kampimodromus aberrans (Oudemans) in an Italian vineyard-hedgerow system","journal article",2013,"Nicola","Mori","N","University of Padua","grid.5608.b","IT"
"1697","066-173-478-189-114","Insecticide drift and its effect on Kampimodromus aberrans (Oudemans) in an Italian vineyard-hedgerow system","journal article",2013,"Diego","Fornasiero","D","University of Padua","grid.5608.b","IT"
"1698","066-173-478-189-114","Insecticide drift and its effect on Kampimodromus aberrans (Oudemans) in an Italian vineyard-hedgerow system","journal article",2013,"A.","Veres","A","Institute of Agro-environmental and Forest Biology – CNR, Agripolis, Viale dell'Università 16, 35020 Legnaro, PD, Italy",NA,"IT"
"1699","066-173-478-189-114","Insecticide drift and its effect on Kampimodromus aberrans (Oudemans) in an Italian vineyard-hedgerow system","journal article",2013,"Paola","Tirello","P","University of Padua","grid.5608.b","IT"
"1700","066-173-478-189-114","Insecticide drift and its effect on Kampimodromus aberrans (Oudemans) in an Italian vineyard-hedgerow system","journal article",2013,"Alberto","Pozzebon","A","University of Padua","grid.5608.b","IT"
"1701","066-173-478-189-114","Insecticide drift and its effect on Kampimodromus aberrans (Oudemans) in an Italian vineyard-hedgerow system","journal article",2013,"Carlo","Duso","C","University of Padua","grid.5608.b","IT"
"1702","066-173-478-189-114","Insecticide drift and its effect on Kampimodromus aberrans (Oudemans) in an Italian vineyard-hedgerow system","journal article",2013,"Giuseppe","Zanin","G","University of Padua","grid.5608.b","IT"
"1703","085-637-817-002-089","Integrating farming techniques in an ecological matrix model: Implementation on the primrose (Primula vulgaris)","journal article",2011,"A.","Fargue-Lelièvre","A","Institut national de la recherche agronomique","grid.414548.8","FR"
"1704","085-637-817-002-089","Integrating farming techniques in an ecological matrix model: Implementation on the primrose (Primula vulgaris)","journal article",2011,"D.","Le Cœur","D","UR SAD-PAysage, 65 rue de St-Brieuc, CS 84215, F-35042 Rennes cedex, France",NA,"FR"
"1705","085-637-817-002-089","Integrating farming techniques in an ecological matrix model: Implementation on the primrose (Primula vulgaris)","journal article",2011,"Jacques","Baudry","J","UR SAD-PAysage, 65 rue de St-Brieuc, CS 84215, F-35042 Rennes cedex, France",NA,"FR"
"1706","007-361-282-044-640","Intensity of agricultural practices and effects on adjacent habitats","journal article",1998,"Céline","Boutin","C","Canadian Wildlife Service",NA,"CA"
"1707","007-361-282-044-640","Intensity of agricultural practices and effects on adjacent habitats","journal article",1998,"Benoît","Jobin","B","Canadian Wildlife Service",NA,"CA"
"1708","114-772-538-209-249","Investigating riparian margins for vegetation patterns and plant-environment relationships in northeast Scotland.","journal article",2012,"Jenni A.","Stockan","JA","University of Aberdeen","grid.7107.1","GB"
"1709","114-772-538-209-249","Investigating riparian margins for vegetation patterns and plant-environment relationships in northeast Scotland.","journal article",2012,"Simon J.","Langan","SJ","James Hutton Institute","grid.43641.34","GB"
"1710","114-772-538-209-249","Investigating riparian margins for vegetation patterns and plant-environment relationships in northeast Scotland.","journal article",2012,"Mark R.","Young","MR","University of Aberdeen","grid.7107.1","GB"
"1711","095-877-317-702-391","Is habitat linearity important for small mammal communities on farmland","journal article",2002,"F. H.","Tattersall","FH","Royal Agricultural University","grid.417905.e","GB"
"1712","095-877-317-702-391","Is habitat linearity important for small mammal communities on farmland","journal article",2002,"David W.","Macdonald","DW","Wildlife Conservation Research Unit, Department of Zoology, South Parks Road, Oxford OX1 3PS, UK; and",NA,"GB"
"1713","095-877-317-702-391","Is habitat linearity important for small mammal communities on farmland","journal article",2002,"Barbara","Hart","B","Royal Agricultural University","grid.417905.e","GB"
"1714","095-877-317-702-391","Is habitat linearity important for small mammal communities on farmland","journal article",2002,"Paul","Johnson","P","Wildlife Conservation Research Unit, Department of Zoology, South Parks Road, Oxford OX1 3PS, UK; and",NA,"GB"
"1715","095-877-317-702-391","Is habitat linearity important for small mammal communities on farmland","journal article",2002,"Will","Manley","W","Royal Agricultural University","grid.417905.e","GB"
"1716","095-877-317-702-391","Is habitat linearity important for small mammal communities on farmland","journal article",2002,"Ruth E.","Feber","RE","Wildlife Conservation Research Unit, Department of Zoology, South Parks Road, Oxford OX1 3PS, UK; and",NA,"GB"
"1717","042-705-630-037-945","Is microclimate important for Orthoptera in open landscapes","journal article",2007,"Tim","Gardiner","T","Essex County Council","grid.434259.d","GB"
